Year,Units,Series,Country,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2020,Area (000s hectares),5) Woodland area under certification schemes,Northern Ireland,Hectares,Thousands,Normal value,N92000002,70.0
2021,Area (000s hectares),5) Woodland area under certification schemes,Northern Ireland,Hectares,Thousands,Normal value,N92000002,70.0
2022,Area (000s hectares),5) Woodland area under certification schemes,Northern Ireland,Hectares,Thousands,Normal value,N92000002,70.0
2023,Area (000s hectares),5) Woodland area under certification schemes,Northern Ireland,Hectares,Thousands,Normal value,N92000002,70.0
2004,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Missing value,N92000002,
2005,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Missing value,N92000002,
2006,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Missing value,N92000002,
2007,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Missing value,N92000002,
2008,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Missing value,N92000002,
2009,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Missing value,N92000002,
2010,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Missing value,N92000002,
2011,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Missing value,N92000002,
2012,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Missing value,N92000002,
2013,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Normal value,N92000002,54.046263601643005
2014,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Normal value,N92000002,53.82952190412962
2015,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Normal value,N92000002,62.5491457573808
2016,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Normal value,N92000002,62.45148857583841
2017,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Normal value,N92000002,62.28977201943441
2018,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Normal value,N92000002,62.15757834074785
2019,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Normal value,N92000002,61.94416176275386
2020,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Normal value,N92000002,59.13111056672946
2021,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Normal value,N92000002,59.06873913557119
2022,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Normal value,N92000002,58.333333333333336
2023,Percentage (%),5) Woodland area under certification schemes,Northern Ireland,Percentage (%),Units,Normal value,N92000002,58.333333333333336
2004,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,660.0
2005,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,710.0
2006,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,720.0
2007,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,760.0
2008,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,770.0
2009,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,780.0
2010,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,790.0
2011,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,790.0
2012,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,810.0
2013,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,800.0
2014,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,820.0
2015,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,810.0
2016,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,810.0
2017,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,840.0
2018,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,830.0
2019,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,860.0
2020,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,860.0
2021,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,890.0
2022,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,900.0
2023,Area (000s hectares),5) Woodland area under certification schemes,Scotland,Hectares,Thousands,Normal value,S92000003,900.0
2004,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,48.80911781784184
2005,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,52.29107519596339
2006,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,52.8750454815753
2007,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,55.54872059162199
2008,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,56.11134066757544
2009,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,56.70078380023281
2010,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,57.316818350668655
2011,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,57.10543397961264
2012,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,57.73234120566312
2013,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,56.71090781959482
2014,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,57.57397811676461
2015,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,56.57849553086464
2016,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,56.445298586810566
2017,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,58.42843580685131
2018,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,57.40224698414107
2019,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,59.06165343645239
2020,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,58.61702048761821
2021,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,60.13513513513513
2022,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,60.40268456375839
2023,Percentage (%),5) Woodland area under certification schemes,Scotland,Percentage (%),Units,Normal value,S92000003,60.40268456375839
2004,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,130.0
2005,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,130.0
2006,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,130.0
2007,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,130.0
2008,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,130.0
2009,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,130.0
2010,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,130.0
2011,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,130.0
2012,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,140.0
2013,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,140.0
2014,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,140.0
2015,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,140.0
2016,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,140.0
2017,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,150.0
2018,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,140.0
2019,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,150.0
2020,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,150.0
2021,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,140.0
2022,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,140.0
2023,Area (000s hectares),5) Woodland area under certification schemes,Wales,Hectares,Thousands,Normal value,W92000004,150.0
2004,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,43.14810152568405
2005,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,43.074292596044586
2006,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,43.00700874973059
2007,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,42.93677969961304
2008,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,42.91403754923141
2009,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,42.89183960507017
2010,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,42.866194690078736
2011,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,42.82429521092613
2012,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,45.96735910364176
2013,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,45.69095258237399
2014,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,45.77677017915424
2015,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,45.75247876308829
2016,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,45.66284245351429
2017,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,48.7539321126141
2018,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,45.37490045687647
2019,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,48.51420312996406
2020,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,48.50228101242997
2021,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,45.16129032258064
2022,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,45.16129032258064
2023,Percentage (%),5) Woodland area under certification schemes,Wales,Percentage (%),Units,Normal value,W92000004,48.38709677419355
2004,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1150.0
2005,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1250.0
2006,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1270.0
2007,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1320.0
2008,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1310.0
2009,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1330.0
2010,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1350.0
2011,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1320.0
2012,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1370.0
2013,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1360.0
2014,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1380.0
2015,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1380.0
2016,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1350.0
2017,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1390.0
2018,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1380.0
2019,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1400.0
2020,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1400.0
2021,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1420.0
2022,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1430.0
2023,Area (000s hectares),5) Woodland area under certification schemes,,Hectares,Thousands,Normal value,,1440.0
2004,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Missing value,,
2005,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Missing value,,
2006,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Missing value,,
2007,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Missing value,,
2008,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Missing value,,
2009,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Missing value,,
2010,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Missing value,,
2011,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Missing value,,
2012,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Missing value,,
2013,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Normal value,,43.50176478721661
2014,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Normal value,,43.90063286706441
2015,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Normal value,,43.745864133156
2016,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Normal value,,42.73530674549343
2017,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Normal value,,43.933455319111694
2018,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Normal value,,43.47035156673035
2019,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Normal value,,43.92453926458342
2020,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Normal value,,43.666476682489765
2021,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Normal value,,43.97855557497213
2022,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Normal value,,44.13580246913581
2023,Percentage (%),5) Woodland area under certification schemes,,Percentage (%),Units,Normal value,,44.30769230769231
