Year,Country,Sex,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2004,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,6.13
2004,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,5.1
2004,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,5.82
2004,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,6.81
2004,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,4.77
2004,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,6.45
2004,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,6.71
2004,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,6.18
2005,,Male,Undefined,Units,"Rate per 1,000 live births",,6.58
2005,,Female,Undefined,Units,"Rate per 1,000 live births",,5.18
2005,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,5.82
2005,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,6.51
2005,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,5.1
2005,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,5.81
2005,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,6.49
2005,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,5.1
2005,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,4.69
2005,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,5.48
2005,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,3.86
2005,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,6.33
2005,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,6.84
2005,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,5.78
2005,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,6.99
2005,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,7.94
2005,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,6.01
2006,,Male,Undefined,Units,"Rate per 1,000 live births",,6.23
2006,,Female,Undefined,Units,"Rate per 1,000 live births",,5.25
2006,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,5.77
2006,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,6.24
2006,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,5.29
2006,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,5.75
2006,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,6.19
2006,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,5.28
2006,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,4.85
2006,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,5.51
2006,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,4.15
2006,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,5.3
2006,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,5.83
2006,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,4.74
2006,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,6.27
2006,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,7.08
2006,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,5.42
2007,,Male,Undefined,Units,"Rate per 1,000 live births",,6.15
2007,,Female,Undefined,Units,"Rate per 1,000 live births",,4.92
2007,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,5.54
2007,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,6.14
2007,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,4.9
2007,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,5.47
2007,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,6.02
2007,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,4.89
2007,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,5.49
2007,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,6.8
2007,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,4.11
2007,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,5.59
2007,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,6.03
2007,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,5.13
2007,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,5.85
2007,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,6.79
2007,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,4.86
2008,,Male,Undefined,Units,"Rate per 1,000 live births",,5.79
2008,,Female,Undefined,Units,"Rate per 1,000 live births",,4.83
2008,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,5.35
2008,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,5.84
2008,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,4.84
2008,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,5.31
2008,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,5.79
2008,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,4.81
2008,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,4.57
2008,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,4.85
2008,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,4.28
2008,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,4.86
2008,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,5.3
2008,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,4.41
2008,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,5.66
2008,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,5.76
2008,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,5.55
2009,,Male,Undefined,Units,"Rate per 1,000 live births",,5.55
2009,,Female,Undefined,Units,"Rate per 1,000 live births",,4.78
2009,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,5.19
2009,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,5.54
2009,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,4.81
2009,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,5.11
2009,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,5.45
2009,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,4.75
2009,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,5.18
2009,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,5.6
2009,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,4.74
2009,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,4.67
2009,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,5.4
2009,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,3.91
2009,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,6.14
2009,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,6.17
2009,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,6.11
2010,,Male,Undefined,Units,"Rate per 1,000 live births",,5.27
2010,,Female,Undefined,Units,"Rate per 1,000 live births",,4.51
2010,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,4.88
2010,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,5.26
2010,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,4.49
2010,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,4.87
2010,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,5.24
2010,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,4.48
2010,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,4.31
2010,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,4.71
2010,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,3.89
2010,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,4.42
2010,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,4.75
2010,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,4.08
2010,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,6.52
2010,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,6.81
2010,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,6.21
2011,,Male,Undefined,Units,"Rate per 1,000 live births",,5.43
2011,,Female,Undefined,Units,"Rate per 1,000 live births",,4.15
2011,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,4.81
2011,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,5.42
2011,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,4.16
2011,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,4.78
2011,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,5.38
2011,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,4.14
2011,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,4.16
2011,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,4.79
2011,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,3.5
2011,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,4.69
2011,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,5.25
2011,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,4.11
2011,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,5.06
2011,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,6.08
2011,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,4.02
2012,,Male,Undefined,Units,"Rate per 1,000 live births",,5.05
2012,,Female,Undefined,Units,"Rate per 1,000 live births",,4.08
2012,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,4.61
2012,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,5.08
2012,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,4.12
2012,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,4.56
2012,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,5.01
2012,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,4.08
2012,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,4.65
2012,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,5.39
2012,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,3.88
2012,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,4.38
2012,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,5.15
2012,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,3.57
2012,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,3.96
2012,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,4.0
2012,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,3.91
2013,,Male,Undefined,Units,"Rate per 1,000 live births",,4.86
2013,,Female,Undefined,Units,"Rate per 1,000 live births",,4.05
2013,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,4.47
2013,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,4.89
2013,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,4.03
2013,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,4.42
2013,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,4.87
2013,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,3.95
2013,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,4.18
2013,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,4.14
2013,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,4.22
2013,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,4.03
2013,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,4.13
2013,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,3.94
2013,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,5.31
2013,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,5.89
2013,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,4.71
2014,,Male,Undefined,Units,"Rate per 1,000 live births",,4.56
2014,,Female,Undefined,Units,"Rate per 1,000 live births",,3.88
2014,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,4.2
2014,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,4.49
2014,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,3.89
2014,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,4.19
2014,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,4.44
2014,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,3.91
2014,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,3.67
2014,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,4.45
2014,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,2.83
2014,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,4.11
2014,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,4.41
2014,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,3.79
2014,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,5.49
2014,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,6.94
2014,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,3.97
2015,,Male,Undefined,Units,"Rate per 1,000 live births",,4.85
2015,,Female,Undefined,Units,"Rate per 1,000 live births",,3.7
2015,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,4.28
2015,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,4.84
2015,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,3.68
2015,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,4.24
2015,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,4.78
2015,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,3.67
2015,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,4.15
2015,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,5.02
2015,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,3.24
2015,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,3.83
2015,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,4.27
2015,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,3.37
2015,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,5.7
2015,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,6.32
2015,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,5.03
2016,,,Undefined,Units,"Rate per 1,000 live births",,4.415133545
2016,,Male,Undefined,Units,"Rate per 1,000 live births",,4.68183864
2016,,Female,Undefined,Units,"Rate per 1,000 live births",,4.133874971
2016,England and Wales,,Undefined,Units,"Rate per 1,000 live births",K04000001,4.414947628
2016,England and Wales,Male,Undefined,Units,"Rate per 1,000 live births",K04000001,4.71087759
2016,England and Wales,Female,Undefined,Units,"Rate per 1,000 live births",K04000001,4.103471147
2016,England,,Undefined,Units,"Rate per 1,000 live births",E92000001,4.401672605
2016,England,Male,Undefined,Units,"Rate per 1,000 live births",E92000001,4.680164276
2016,England,Female,Undefined,Units,"Rate per 1,000 live births",E92000001,4.108384572
2016,Wales,,Undefined,Units,"Rate per 1,000 live births",W92000004,3.643429682
2016,Wales,Male,Undefined,Units,"Rate per 1,000 live births",W92000004,4.403189337
2016,Wales,Female,Undefined,Units,"Rate per 1,000 live births",W92000004,2.85182889
2016,Scotland,,Undefined,Units,"Rate per 1,000 live births",S92000003,4.092644252
2016,Scotland,Male,Undefined,Units,"Rate per 1,000 live births",S92000003,4.143646409
2016,Scotland,Female,Undefined,Units,"Rate per 1,000 live births",S92000003,4.037787597
2016,Northern Ireland,,Undefined,Units,"Rate per 1,000 live births",N92000002,5.150357202
2016,Northern Ireland,Male,Undefined,Units,"Rate per 1,000 live births",N92000002,5.070422535
2016,Northern Ireland,Female,Undefined,Units,"Rate per 1,000 live births",N92000002,5.235602094
