Year,Series,Renewable and waste source,Observation status,Unit multiplier,Units,Value
2020,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),1.9494643783931933
2020,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.1300420449840509
2020,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.1457870459462454
2020,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),2.7693707247948773
2020,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0431529656000886
2020,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0
2020,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.2093501979788083
2020,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.7785028253529505
2020,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),1.42929619845699
2020,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.0075809263892047
2021,Renewable energy share in the total final energy consumption,Hydroelectric power,Normal value,Units,Percentage (%),0.2680220764061242
2021,Renewable energy share in the total final energy consumption,"Wind, wave, tidal",Normal value,Units,Percentage (%),3.1505343442242086
2021,Renewable energy share in the total final energy consumption,Solar photovoltaic,Normal value,Units,Percentage (%),0.5915751538435386
2021,Renewable energy share in the total final energy consumption,Geothermal aquifers,Normal value,Units,Percentage (%),0.0005666428676662
2021,Renewable energy share in the total final energy consumption,Landfill gas,Normal value,Units,Percentage (%),0.4561475084713108
2021,Renewable energy share in the total final energy consumption,Sewage gas,Normal value,Units,Percentage (%),0.1813257176531919
2021,Renewable energy share in the total final energy consumption,Biogas from autogen,Normal value,Units,Percentage (%),0.5235780097235916
2021,Renewable energy share in the total final energy consumption,Municipal solid waste (MSW),Normal value,Units,Percentage (%),2.0115821802150973
2021,Renewable energy share in the total final energy consumption,Poultry litter,Normal value,Units,Percentage (%),0.1280612880925667
2021,Renewable energy share in the total final energy consumption,Straw,Normal value,Units,Percentage (%),0.1393941454458912
2021,Renewable energy share in the total final energy consumption,Wood,Normal value,Units,Percentage (%),2.85021362436111
2021,Renewable energy share in the total final energy consumption,Charcoal,Normal value,Units,Percentage (%),0.0419315722073006
2021,Renewable energy share in the total final energy consumption,Liquid bio-fuels,Normal value,Units,Percentage (%),0.0
2021,Renewable energy share in the total final energy consumption,Bioethanol,Normal value,Units,Percentage (%),0.2657555049354593
2021,Renewable energy share in the total final energy consumption,Biodiesel,Normal value,Units,Percentage (%),0.6029080111968631
2021,Renewable energy share in the total final energy consumption,Biomass,Normal value,Units,Percentage (%),1.4160405262978957
2021,Renewable energy share in the total final energy consumption,Cross-boundary Adjustment,Normal value,Units,Percentage (%),0.005099785808996
