Year,Age,Number of previous live births,Country,Region,Health Board,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2016,20 to 24,2,,,,Undefined,Units,Percentage (%),,95.79479457947946
2016,25 to 29,2,,,,Undefined,Units,Percentage (%),,96.34371270478464
2016,30 to 34,2,,,,Undefined,Units,Percentage (%),,96.20476347010133
2016,35 to 39,2,,,,Undefined,Units,Percentage (%),,95.84417837931632
2016,40 to 44,2,,,,Undefined,Units,Percentage (%),,97.18421574459649
2016,45 and over,2,,,,Undefined,Units,Percentage (%),,97.61092150170649
2016,,3,,,,Undefined,Units,Percentage (%),,95.8913312194336
2016,19 and under,3,,,,Undefined,Units,Percentage (%),,89.65517241379311
2016,20 to 24,3,,,,Undefined,Units,Percentage (%),,94.24026330224903
2016,25 to 29,3,,,,Undefined,Units,Percentage (%),,95.37123330226778
2016,30 to 34,3,,,,Undefined,Units,Percentage (%),,95.99265830529214
2016,35 to 39,3,,,,Undefined,Units,Percentage (%),,96.1702994499898
2016,40 to 44,3,,,,Undefined,Units,Percentage (%),,97.45440729483282
2016,45 and over,3,,,,Undefined,Units,Percentage (%),,96.08938547486034
2016,,4 and over,,,,Undefined,Units,Percentage (%),,95.80780528745278
2016,19 and under,4 and over,,,,Undefined,Units,Percentage (%),,100.0
2016,20 to 24,4 and over,,,,Undefined,Units,Percentage (%),,95.13274336283186
2016,25 to 29,4 and over,,,,Undefined,Units,Percentage (%),,94.85546300832924
2016,30 to 34,4 and over,,,,Undefined,Units,Percentage (%),,95.56900726392251
2016,35 to 39,4 and over,,,,Undefined,Units,Percentage (%),,95.9525650940964
2016,40 to 44,4 and over,,,,Undefined,Units,Percentage (%),,97.3208305425318
2016,45 and over,4 and over,,,,Undefined,Units,Percentage (%),,97.55244755244756
2016,,Not stated,,,,Undefined,Units,Percentage (%),,97.83041841930483
2016,19 and under,Not stated,,,,Undefined,Units,Percentage (%),,99.1304347826087
2016,20 to 24,Not stated,,,,Undefined,Units,Percentage (%),,98.0030721966206
2016,25 to 29,Not stated,,,,Undefined,Units,Percentage (%),,97.65990639625583
2016,30 to 34,Not stated,,,,Undefined,Units,Percentage (%),,97.921146953405
2016,35 to 39,Not stated,,,,Undefined,Units,Percentage (%),,97.31621936989498
2016,40 to 44,Not stated,,,,Undefined,Units,Percentage (%),,98.96907216494846
2016,45 and over,Not stated,,,,Undefined,Units,Percentage (%),,100.0
2017,,,,,,Undefined,Units,Percentage (%),,97.70424050274583
2017,19 and under,,,,,Undefined,Units,Percentage (%),,98.72558185307288
2017,20 to 24,,,,,Undefined,Units,Percentage (%),,98.29737645408797
2017,25 to 29,,,,,Undefined,Units,Percentage (%),,97.88469096200625
2017,30 to 34,,,,,Undefined,Units,Percentage (%),,97.48127310195936
2017,35 to 39,,,,,Undefined,Units,Percentage (%),,97.10232123257045
2017,40 to 44,,,,,Undefined,Units,Percentage (%),,97.94033015296075
2017,45 and over,,,,,Undefined,Units,Percentage (%),,99.18367346938776
2017,,0,,,,Undefined,Units,Percentage (%),,99.15671973290156
2017,19 and under,0,,,,Undefined,Units,Percentage (%),,99.0578734858681
2017,20 to 24,0,,,,Undefined,Units,Percentage (%),,99.32095066906332
2017,25 to 29,0,,,,Undefined,Units,Percentage (%),,99.20736627272296
2017,30 to 34,0,,,,Undefined,Units,Percentage (%),,99.044578042757
2017,35 to 39,0,,,,Undefined,Units,Percentage (%),,99.01980511081088
2017,40 to 44,0,,,,Undefined,Units,Percentage (%),,99.39148073022312
2017,45 and over,0,,,,Undefined,Units,Percentage (%),,99.76218787158146
2017,,1,,,,Undefined,Units,Percentage (%),,96.96533509969768
2017,19 and under,1,,,,Undefined,Units,Percentage (%),,97.135955831608
2017,20 to 24,1,,,,Undefined,Units,Percentage (%),,97.37547892720306
2017,25 to 29,1,,,,Undefined,Units,Percentage (%),,97.20200675110712
2017,30 to 34,1,,,,Undefined,Units,Percentage (%),,96.76174918321186
2017,35 to 39,1,,,,Undefined,Units,Percentage (%),,96.58969357578808
2017,40 to 44,1,,,,Undefined,Units,Percentage (%),,97.44800449690838
2017,45 and over,1,,,,Undefined,Units,Percentage (%),,99.10394265232976
2017,,2,,,,Undefined,Units,Percentage (%),,96.2952853858509
2017,19 and under,2,,,,Undefined,Units,Percentage (%),,96.36363636363636
2017,20 to 24,2,,,,Undefined,Units,Percentage (%),,95.7806942229854
2017,25 to 29,2,,,,Undefined,Units,Percentage (%),,96.40784432727688
2017,30 to 34,2,,,,Undefined,Units,Percentage (%),,96.34859856026956
2017,35 to 39,2,,,,Undefined,Units,Percentage (%),,96.00177698800532
2017,40 to 44,2,,,,Undefined,Units,Percentage (%),,97.31946389277856
2017,45 and over,2,,,,Undefined,Units,Percentage (%),,99.35897435897436
2017,,3,,,,Undefined,Units,Percentage (%),,96.11453646614451
2017,19 and under,3,,,,Undefined,Units,Percentage (%),,86.66666666666667
2017,20 to 24,3,,,,Undefined,Units,Percentage (%),,95.2354260089686
2017,25 to 29,3,,,,Undefined,Units,Percentage (%),,95.87827864198933
2017,30 to 34,3,,,,Undefined,Units,Percentage (%),,96.04804339403331
2017,35 to 39,3,,,,Undefined,Units,Percentage (%),,96.11428571428571
2017,40 to 44,3,,,,Undefined,Units,Percentage (%),,97.70417764395935
2017,45 and over,3,,,,Undefined,Units,Percentage (%),,98.12206572769952
2017,,4 and over,,,,Undefined,Units,Percentage (%),,96.08503472953063
2017,19 and under,4 and over,,,,Undefined,Units,Percentage (%),,100.0
2017,20 to 24,4 and over,,,,Undefined,Units,Percentage (%),,95.84415584415584
2017,25 to 29,4 and over,,,,Undefined,Units,Percentage (%),,95.16546018614272
2017,30 to 34,4 and over,,,,Undefined,Units,Percentage (%),,95.9262851600388
2017,35 to 39,4 and over,,,,Undefined,Units,Percentage (%),,96.17810760667903
2017,40 to 44,4 and over,,,,Undefined,Units,Percentage (%),,97.3337950138504
2017,45 and over,4 and over,,,,Undefined,Units,Percentage (%),,98.18840579710144
2017,,Not stated,,,,Undefined,Units,Percentage (%),,96.70184696569922
2017,19 and under,Not stated,,,,Undefined,Units,Percentage (%),,92.6829268292683
2017,20 to 24,Not stated,,,,Undefined,Units,Percentage (%),,95.98393574297188
2017,25 to 29,Not stated,,,,Undefined,Units,Percentage (%),,97.2361809045226
2017,30 to 34,Not stated,,,,Undefined,Units,Percentage (%),,97.97752808988764
2017,35 to 39,Not stated,,,,Undefined,Units,Percentage (%),,95.43973941368078
2017,40 to 44,Not stated,,,,Undefined,Units,Percentage (%),,95.77464788732394
2017,45 and over,Not stated,,,,Undefined,Units,Percentage (%),,100.0
2018,,,,,,Undefined,Units,Percentage (%),,97.69420464761154
2018,19 and under,,,,,Undefined,Units,Percentage (%),,98.63295682465956
2018,20 to 24,,,,,Undefined,Units,Percentage (%),,98.37442337828593
2018,25 to 29,,,,,Undefined,Units,Percentage (%),,97.97065059703158
2018,30 to 34,,,,,Undefined,Units,Percentage (%),,97.43661743918749
2018,35 to 39,,,,,Undefined,Units,Percentage (%),,96.97874840857898
2018,40 to 44,,,,,Undefined,Units,Percentage (%),,98.04064978058356
2018,45 and over,,,,,Undefined,Units,Percentage (%),,99.40747493163173
2018,,0,,,,Undefined,Units,Percentage (%),,99.08029032761706
2018,19 and under,0,,,,Undefined,Units,Percentage (%),,99.00823353293411
2018,20 to 24,0,,,,Undefined,Units,Percentage (%),,99.31370504483668
2018,25 to 29,0,,,,Undefined,Units,Percentage (%),,99.1459040581553
2018,30 to 34,0,,,,Undefined,Units,Percentage (%),,98.91845684977328
2018,35 to 39,0,,,,Undefined,Units,Percentage (%),,98.89933040204616
2018,40 to 44,0,,,,Undefined,Units,Percentage (%),,99.3758165190884
2018,45 and over,0,,,,Undefined,Units,Percentage (%),,99.88425925925924
2018,,1,,,,Undefined,Units,Percentage (%),,96.84636533597272
2018,19 and under,1,,,,Undefined,Units,Percentage (%),,96.68065623807706
2018,20 to 24,1,,,,Undefined,Units,Percentage (%),,97.30304933361244
2018,25 to 29,1,,,,Undefined,Units,Percentage (%),,97.28301386656948
2018,30 to 34,1,,,,Undefined,Units,Percentage (%),,96.61215697770751
2018,35 to 39,1,,,,Undefined,Units,Percentage (%),,96.26213085672543
2018,40 to 44,1,,,,Undefined,Units,Percentage (%),,97.52577319587628
2018,45 and over,1,,,,Undefined,Units,Percentage (%),,99.30795847750863
2018,,2,,,,Undefined,Units,Percentage (%),,96.51074049965209
2018,19 and under,2,,,,Undefined,Units,Percentage (%),,96.17021276595744
2018,20 to 24,2,,,,Undefined,Units,Percentage (%),,96.44098429028222
2018,25 to 29,2,,,,Undefined,Units,Percentage (%),,96.53203817314248
2018,30 to 34,2,,,,Undefined,Units,Percentage (%),,96.6069560669456
2018,35 to 39,2,,,,Undefined,Units,Percentage (%),,96.06070101616008
2018,40 to 44,2,,,,Undefined,Units,Percentage (%),,97.78894472361809
2018,45 and over,2,,,,Undefined,Units,Percentage (%),,99.32203389830508
2018,,3,,,,Undefined,Units,Percentage (%),,96.33130834197658
2018,19 and under,3,,,,Undefined,Units,Percentage (%),,76.92307692307693
2018,20 to 24,3,,,,Undefined,Units,Percentage (%),,95.42662116040955
2018,25 to 29,3,,,,Undefined,Units,Percentage (%),,96.0381143430291
2018,30 to 34,3,,,,Undefined,Units,Percentage (%),,96.4208960158704
2018,35 to 39,3,,,,Undefined,Units,Percentage (%),,96.27434377646064
2018,40 to 44,3,,,,Undefined,Units,Percentage (%),,97.4609375
2018,45 and over,3,,,,Undefined,Units,Percentage (%),,98.91891891891892
2018,,4 and over,,,,Undefined,Units,Percentage (%),,95.99185984781454
2018,19 and under,4 and over,,,,Undefined,Units,Percentage (%),,100.0
2018,20 to 24,4 and over,,,,Undefined,Units,Percentage (%),,95.97701149425288
2018,25 to 29,4 and over,,,,Undefined,Units,Percentage (%),,95.87292967689385
2018,30 to 34,4 and over,,,,Undefined,Units,Percentage (%),,95.21181001283698
2018,35 to 39,4 and over,,,,Undefined,Units,Percentage (%),,96.2466142138527
2018,40 to 44,4 and over,,,,Undefined,Units,Percentage (%),,97.39035882566148
2018,45 and over,4 and over,,,,Undefined,Units,Percentage (%),,98.51301115241635
2018,,Not stated,,,,Undefined,Units,Percentage (%),,98.3275261324042
2018,19 and under,Not stated,,,,Undefined,Units,Percentage (%),,97.67441860465117
2018,20 to 24,Not stated,,,,Undefined,Units,Percentage (%),,99.49748743718592
2018,25 to 29,Not stated,,,,Undefined,Units,Percentage (%),,99.17808219178085
2018,30 to 34,Not stated,,,,Undefined,Units,Percentage (%),,97.59825327510916
2018,35 to 39,Not stated,,,,Undefined,Units,Percentage (%),,98.21428571428572
2018,40 to 44,Not stated,,,,Undefined,Units,Percentage (%),,95.3846153846154
2018,45 and over,Not stated,,,,Undefined,Units,Percentage (%),,100.0
2014,,,England,,,Undefined,Units,Percentage (%),E92000001,97.54
2014,,,England,North East,,Undefined,Units,Percentage (%),E12000001,98.72
2014,,,England,North West,,Undefined,Units,Percentage (%),E12000002,97.58
2014,,,England,Yorkshire and the Humber,,Undefined,Units,Percentage (%),E12000003,97.5
2014,,,England,East Midlands,,Undefined,Units,Percentage (%),E12000004,97.2
2014,,,England,West Midlands,,Undefined,Units,Percentage (%),E12000005,98.25
2014,,,England,East of England,,Undefined,Units,Percentage (%),E12000006,97.29
2014,,,England,London,,Undefined,Units,Percentage (%),E12000007,98.09
2014,,,England,South East,,Undefined,Units,Percentage (%),E12000008,96.92
2014,,,England,South West,,Undefined,Units,Percentage (%),E12000009,96.61
2014,,,Wales,,,Undefined,Units,Percentage (%),W92000004,96.64
2014,,,Wales,,Betsi Cadwaladr University,Undefined,Units,Percentage (%),W11000023,97.53
2014,,,Wales,,Powys Teaching,Undefined,Units,Percentage (%),W11000024,91.84
2014,,,Wales,,Hywel Dda University,Undefined,Units,Percentage (%),W11000025,95.05
2014,,,Wales,,Abertawe Bro Morgannwg University,Undefined,Units,Percentage (%),W11000026,95.79
2014,,,Wales,,Cwm Taf University,Undefined,Units,Percentage (%),W11000027,97.87
2014,,,Wales,,Aneurin Bevan University,Undefined,Units,Percentage (%),W11000028,97.1
2014,,,Wales,,Cardiff and Vale University,Undefined,Units,Percentage (%),W11000029,97.0
2014,,,Outside England and Wales,,,Undefined,Units,Percentage (%),J99000001,99.52
2015,,,England,,,Undefined,Units,Percentage (%),E92000001,97.57
2015,,,England,North East,,Undefined,Units,Percentage (%),E12000001,98.67
2015,,,England,North West,,Undefined,Units,Percentage (%),E12000002,97.69
2015,,,England,Yorkshire and the Humber,,Undefined,Units,Percentage (%),E12000003,97.61
2015,,,England,East Midlands,,Undefined,Units,Percentage (%),E12000004,97.33
2015,,,England,West Midlands,,Undefined,Units,Percentage (%),E12000005,98.32
2015,,,England,East of England,,Undefined,Units,Percentage (%),E12000006,97.2
2015,,,England,London,,Undefined,Units,Percentage (%),E12000007,98.05
2015,,,England,South East,,Undefined,Units,Percentage (%),E12000008,96.67
2015,,,England,South West,,Undefined,Units,Percentage (%),E12000009,96.6
2015,,,Wales,,,Undefined,Units,Percentage (%),W92000004,96.91
2015,,,Wales,,Betsi Cadwaladr University,Undefined,Units,Percentage (%),W11000023,97.6
2015,,,Wales,,Powys Teaching,Undefined,Units,Percentage (%),W11000024,89.78
2015,,,Wales,,Hywel Dda University,Undefined,Units,Percentage (%),W11000025,95.48
2015,,,Wales,,Abertawe Bro Morgannwg University,Undefined,Units,Percentage (%),W11000026,96.05
2015,,,Wales,,Cwm Taf University,Undefined,Units,Percentage (%),W11000027,98.11
2015,,,Wales,,Aneurin Bevan University,Undefined,Units,Percentage (%),W11000028,97.99
2015,,,Wales,,Cardiff and Vale University,Undefined,Units,Percentage (%),W11000029,97.21
2015,,,Outside England and Wales,,,Undefined,Units,Percentage (%),J99000001,98.49
2016,,,England,,,Undefined,Units,Percentage (%),E92000001,97.69
2016,,,England,North East,,Undefined,Units,Percentage (%),E12000001,98.74
2016,,,England,North West,,Undefined,Units,Percentage (%),E12000002,97.87
2016,,,England,Yorkshire and the Humber,,Undefined,Units,Percentage (%),E12000003,97.87
2016,,,England,East Midlands,,Undefined,Units,Percentage (%),E12000004,97.38
2016,,,England,West Midlands,,Undefined,Units,Percentage (%),E12000005,98.33
2016,,,England,East of England,,Undefined,Units,Percentage (%),E12000006,97.41
2016,,,England,London,,Undefined,Units,Percentage (%),E12000007,98.06
2016,,,England,South East,,Undefined,Units,Percentage (%),E12000008,97.09
2016,,,England,South West,,Undefined,Units,Percentage (%),E12000009,96.82
2016,,,Wales,,,Undefined,Units,Percentage (%),W92000004,97.02
2016,,,Wales,,Betsi Cadwaladr University,Undefined,Units,Percentage (%),W11000023,97.71
2016,,,Wales,,Powys Teaching,Undefined,Units,Percentage (%),W11000024,91.87
2016,,,Wales,,Hywel Dda University,Undefined,Units,Percentage (%),W11000025,95.24
2016,,,Wales,,Abertawe Bro Morgannwg University,Undefined,Units,Percentage (%),W11000026,96.5
2016,,,Wales,,Cwm Taf University,Undefined,Units,Percentage (%),W11000027,98.33
2016,,,Wales,,Aneurin Bevan University,Undefined,Units,Percentage (%),W11000028,97.84
2016,,,Wales,,Cardiff and Vale University,Undefined,Units,Percentage (%),W11000029,97.13
2016,,,Outside England and Wales,,,Undefined,Units,Percentage (%),J99000001,99.1
