Year,Units,Water type,Geography (HydroBASINs ID),Unit measure,Observation status,Unit multiplier,Value
2014-2018,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1663443399553991
2015-2019,Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1953588035656389
1984-1988,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1730589452091587
1985-1989,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.184482032406236
1986-1990,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.189642813208653
1998-2002,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1473795504335684
1999-2003,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.170754253831615
2009-2013,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.0572399452218823
2010-2014,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1027887272375018
2011-2015,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1266284345187793
2012-2016,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1510944994897638
2013-2017,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1857576168290887
2014-2018,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2223264877882141
2015-2019,Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.196708077128456
1984-1988,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2163170113737792
1985-1989,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2172533716523073
1986-1990,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2180156731002273
1998-2002,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2555590194102754
1999-2003,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2594149942343372
2009-2013,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2527118235022952
2010-2014,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2536494542832369
2011-2015,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2633573632224957
2012-2016,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2660838614012215
2013-2017,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2761983311127032
2014-2018,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2773760868497402
2015-2019,Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2771639129467351
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2005805684838893
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.1652034287883454
2001-2005 (baseline),Proportion of land area (%),Permanent,2060053500 (Central Anglian),Percent (%),Undefined,Units,0.2811494790169432
1984-1988,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.5320838045384899
1985-1989,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.5389480079081664
1986-1990,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.5357687737285741
1998-2002,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.4479731759071863
1999-2003,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.4775931559534939
2009-2013,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.4926330255268712
2010-2014,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.4767828305389559
2011-2015,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.4570913482668048
2012-2016,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.4918008615550618
2013-2017,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.484389544855854
2014-2018,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.4566580253146334
2015-2019,Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.4616222742017116
1984-1988,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.1209040000423377
1985-1989,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.1248487331241745
1986-1990,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.1263693863489025
1998-2002,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.1603179983259204
1999-2003,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.1696166261324636
2009-2013,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.1352277948167683
2010-2014,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.1546353758443937
2011-2015,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.1902770507088081
2012-2016,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.1611639550707429
2013-2017,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.1937126005868988
2014-2018,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.2264256099814648
2015-2019,Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.2400885010490031
1984-1988,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.2543847102774075
1985-1989,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.257488084205425
1986-1990,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.259005289236901
1998-2002,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.2633408175541175
1999-2003,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.269632620843737
2009-2013,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.2793185956924068
2010-2014,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.2910504985380677
2011-2015,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.3085845612313707
2012-2016,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.3152154368575695
2013-2017,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.3343483118226779
2014-2018,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.341057346495953
2015-2019,Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.3387941823240012
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060053510 (South Anglian),Percent (%),Undefined,Units,0.567061127502758
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060053510 (South Anglian),Percent (%),Undefined,Units,0.0733143355550535
2001-2005 (baseline),Proportion of land area (%),Permanent,2060053510 (South Anglian),Percent (%),Undefined,Units,0.3026134399143129
1984-1988,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.1070466600283343
1985-1989,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.1039992990220765
1986-1990,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.1000012488733895
1998-2002,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.1243402970333429
1999-2003,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.1228006024567384
2009-2013,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.1389170097677116
2010-2014,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.135811841862078
2011-2015,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.1235411557081947
2012-2016,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.1148146574254708
2013-2017,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.0973874396124466
2014-2018,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.0918778171625269
2015-2019,Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.0918364149237852
1984-1988,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.0861705576106889
1985-1989,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.0894999225449805
1986-1990,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.0943299233400824
1998-2002,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.0556071125017842
1999-2003,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.0577248760721418
2009-2013,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.0422459070029288
2010-2014,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.0558664623746572
2011-2015,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.0743732630922309
2012-2016,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.0857776269298005
2013-2017,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.1070646270375998
2014-2018,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.1153232019051101
2015-2019,Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.1217366430385064
1984-1988,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3442338363854411
1985-1989,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3459953844677563
1986-1990,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3470429392253542
1998-2002,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3470007558122971
1999-2003,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3498840702122194
2009-2013,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3306726502617197
2010-2014,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3310444892360792
2011-2015,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3415637825737537
2012-2016,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.342015301328334
2013-2017,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3682447913327226
2014-2018,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3677440585962423
2015-2019,Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3639569255128435
2001-2005 (baseline),Proportion of land area (%),Ephemeral,2060053790 (Thames),Percent (%),Undefined,Units,0.1108095767079408
2001-2005 (baseline),Proportion of land area (%),Seasonal,2060053790 (Thames),Percent (%),Undefined,Units,0.0622947458200547
2001-2005 (baseline),Proportion of land area (%),Permanent,2060053790 (Thames),Percent (%),Undefined,Units,0.3766627257606737
1984-1988,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.1210216980194928
1985-1989,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.1217423738838021
1986-1990,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.1199242659479425
1998-2002,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.1170000847431188
1999-2003,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.1213068575341476
2009-2013,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.1212740209839752
2010-2014,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.1138149393763989
2011-2015,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.1027887714764137
2012-2016,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.097305067597628
2013-2017,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.0821726026866138
2014-2018,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.077228109526448
2015-2019,Proportion of land area (%),Ephemeral,2060053800 (South East England),Percent (%),Undefined,Units,0.0785571256886877
1984-1988,Proportion of land area (%),Seasonal,2060053800 (South East England),Percent (%),Undefined,Units,0.0662987230374972
1985-1989,Proportion of land area (%),Seasonal,2060053800 (South East England),Percent (%),Undefined,Units,0.0668742267852551
1986-1990,Proportion of land area (%),Seasonal,2060053800 (South East England),Percent (%),Undefined,Units,0.0729455320881779
1998-2002,Proportion of land area (%),Seasonal,2060053800 (South East England),Percent (%),Undefined,Units,0.0619055382723307
1999-2003,Proportion of land area (%),Seasonal,2060053800 (South East England),Percent (%),Undefined,Units,0.0675395989861162
2009-2013,Proportion of land area (%),Seasonal,2060053800 (South East England),Percent (%),Undefined,Units,0.0609256264856078
