Year,Country,Age,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2009,Scotland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,24.24744579355554
2010,Scotland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,22.8575619415482
2011,Scotland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,21.045743487473516
2012,Scotland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,19.669733246083375
2013,Scotland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,17.975278266730356
2014,Scotland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,16.183901312154237
2015,Scotland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,14.262967560857128
2016,Scotland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,13.468359284061187
2017,Scotland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,12.88743422259216
2000,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.13358098824487305
2001,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.1081535016286645
2002,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.12045443018714815
2003,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.10200178503123804
2004,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.08306178518944476
2005,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.11635874694558289
2006,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.16441311095912034
2007,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.14023840528899129
2008,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.07439721348618579
2009,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.06851708473507868
2010,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.10443137118390365
2011,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.0706713780918728
2012,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.05817758708457566
2013,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.11895910780669146
2014,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.11290079783230468
2015,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.09023709797492913
2016,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.052239975521840044
2017,Scotland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,0.08051706595811647
2000,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,14.630608161200735
2001,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,14.16838829800801
2002,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,13.333672369897368
2003,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,13.204603019738578
2004,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,13.226263580538498
2005,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,13.294998517819634
2006,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,13.229377546575096
2007,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,13.793412876202197
2008,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,13.77456582272369
2009,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,12.867232093908221
2010,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,12.221039715938124
2011,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,11.21671744601934
2012,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,10.477735663839882
2013,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,9.616422050598459
2014,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,8.640941671877375
2015,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,7.560482078528017
2016,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,7.048917487671536
2017,Scotland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",S92000003,6.602414658941099
2000,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,25.392048154601618
2001,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,23.86822228852284
2002,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,23.02085255582211
2003,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,22.719242999124408
2004,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,22.74925166935298
2005,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,21.453394084485286
2006,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,22.12217046534453
2007,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,22.00981008678154
2008,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,22.593836019666185
2009,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,21.270466221731407
2010,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,20.380082880082877
2011,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,19.089958158995817
2012,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,17.9770841564599
2013,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,15.617953129436918
2014,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,14.073574080323995
2015,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,12.929928680155296
2016,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,13.723202312742725
2017,Northern Ireland,15 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,12.354508233358962
2000,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.16898638891449289
2001,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.06185917758223404
2002,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.07822767382189123
2003,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.07959755476311768
2004,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.06437595558059066
2005,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.09791602069291903
2006,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.11594971095393485
2007,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.08295726041943191
2008,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.10010177013296852
2009,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.08403078888104601
2010,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.10235414534288638
2011,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.03472403076549126
2012,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.14225762856533183
2013,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.03627394080092861
2014,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.09186785727409695
2015,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.0734349183036534
2016,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.054395126196692775
2017,Northern Ireland,10 to 14,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,0.017711967976761896
2000,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,12.587347142500624
2001,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,11.874152681034081
2002,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,11.648467551805435
2003,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,11.601454090607044
2004,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,11.67504714016342
2005,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,11.06949580232023
2006,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,11.456326268464997
2007,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,11.34162092347433
2008,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,11.613512721112812
2009,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,10.935950091406179
2010,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,10.50699358782684
2011,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,9.850060194812302
2012,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,9.403316806291674
2013,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,8.147613540516334
2014,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,7.379976426296993
2015,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,6.729296345814998
2016,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,7.026551659811855
2017,Northern Ireland,10 to 19,Undefined,Units,"Birth rate per 1,000 women in age group",N92000002,6.157131417385888
