Year,Food price index,Unit measure,Unit multiplier,Observation status,Value
2013 02,Sugars,Index,Units,Undefined,-0.34800604597901286
2013 03,Sugars,Index,Units,Undefined,-0.22061996422435998
2013 04,Sugars,Index,Units,Undefined,0.024444947260906895
2013 05,Sugars,Index,Units,Undefined,-0.26696787276107664
2013 06,Sugars,Index,Units,Undefined,-0.2913162136866437
2013 07,Sugars,Index,Units,Undefined,-0.22409380949096352
2013 08,Sugars,Index,Units,Undefined,-0.23430036983756158
2013 09,Sugars,Index,Units,Undefined,-0.3385975607196664
2013 10,Sugars,Index,Units,Undefined,-0.5782612118214465
2013 11,Sugars,Index,Units,Undefined,-0.6718005400109942
2013 12,Sugars,Index,Units,Undefined,-0.6238427484746104
2014 01,Sugars,Index,Units,Undefined,-0.30275290349263645
2014 02,Sugars,Index,Units,Undefined,-0.09209228378688386
2014 03,Sugars,Index,Units,Undefined,-0.07416454915939007
2014 04,Sugars,Index,Units,Undefined,-0.4836774446333919
2014 05,Sugars,Index,Units,Undefined,-0.5472525328871423
2014 06,Sugars,Index,Units,Undefined,-0.2633858012649156
2014 07,Sugars,Index,Units,Undefined,-0.5437249309287969
2014 08,Sugars,Index,Units,Undefined,-0.3834288665569239
2014 09,Sugars,Index,Units,Undefined,-0.22222343023721342
2014 10,Sugars,Index,Units,Undefined,-0.636615719359349
2014 11,Sugars,Index,Units,Undefined,-0.5043434020506652
2014 12,Sugars,Index,Units,Undefined,-0.4983453095118853
2015 01,Sugars,Index,Units,Undefined,-0.5349566906155027
2015 02,Sugars,Index,Units,Undefined,-0.742468291122249
2015 03,Sugars,Index,Units,Undefined,-0.5424919543556008
2015 04,Sugars,Index,Units,Undefined,-0.6575408917901385
2015 05,Sugars,Index,Units,Undefined,-0.28765251066152114
2015 06,Sugars,Index,Units,Undefined,-0.619618677897204
2015 07,Sugars,Index,Units,Undefined,-0.6339596142690272
2015 08,Sugars,Index,Units,Undefined,-0.563227871172655
2015 09,Sugars,Index,Units,Undefined,-0.5675512682024207
2015 10,Sugars,Index,Units,Undefined,-0.29876771155043047
2015 11,Sugars,Index,Units,Undefined,-0.3491446079345975
2015 12,Sugars,Index,Units,Undefined,-0.49815130825233805
2016 01,Sugars,Index,Units,Undefined,-0.4330239762814756
2016 02,Sugars,Index,Units,Undefined,-0.623869589306379
2016 03,Sugars,Index,Units,Undefined,-0.7662469504563246
2016 04,Sugars,Index,Units,Undefined,-0.4959191284200589
2016 05,Sugars,Index,Units,Undefined,-0.6128728412127635
2016 06,Sugars,Index,Units,Undefined,-0.6325871435688297
2016 07,Sugars,Index,Units,Undefined,-0.6372184670998349
2016 08,Sugars,Index,Units,Undefined,-0.42929323262230207
2016 09,Sugars,Index,Units,Undefined,-0.7439430284733057
2016 10,Sugars,Index,Units,Undefined,-0.6142036319573057
2016 11,Sugars,Index,Units,Undefined,-0.8599793403402418
2016 12,Sugars,Index,Units,Undefined,-0.6506680995050557
2017 01,Sugars,Index,Units,Undefined,-0.2372485366255737
2017 02,Sugars,Index,Units,Undefined,-0.3540230806726864
2017 03,Sugars,Index,Units,Undefined,-0.1980358338738396
2017 04,Sugars,Index,Units,Undefined,-0.4195960539722089
2017 05,Sugars,Index,Units,Undefined,-0.0902304478288172
2017 06,Sugars,Index,Units,Undefined,-0.22351960001388116
2017 07,Sugars,Index,Units,Undefined,-0.11697743797736843
2017 08,Sugars,Index,Units,Undefined,-0.32468604201760265
2017 09,Sugars,Index,Units,Undefined,0.13274022947059805
2017 10,Sugars,Index,Units,Undefined,-0.21352782975891293
2017 11,Sugars,Index,Units,Undefined,0.11517486583556158
2017 12,Sugars,Index,Units,Undefined,-0.01639835306064257
2018 01,Sugars,Index,Units,Undefined,-0.07411392432680143
2018 02,Sugars,Index,Units,Undefined,-0.03117358469139322
2018 03,Sugars,Index,Units,Undefined,0.022339215064378908
2018 04,Sugars,Index,Units,Undefined,-0.0639915697777555
2018 05,Sugars,Index,Units,Undefined,-0.2386591556122525
2018 06,Sugars,Index,Units,Undefined,-0.12775525570323445
2018 07,Sugars,Index,Units,Undefined,-0.2246050371448862
2018 08,Sugars,Index,Units,Undefined,0.00850471134734958
2018 09,Sugars,Index,Units,Undefined,-0.21494612825621182
2018 10,Sugars,Index,Units,Undefined,-0.2422499196116107
2018 11,Sugars,Index,Units,Undefined,-0.4122751010963437
2018 12,Sugars,Index,Units,Undefined,-0.29492837220211815
2019 01,Sugars,Index,Units,Undefined,-0.2884455516140667
2019 02,Sugars,Index,Units,Undefined,-0.19850860829565356
2019 03,Sugars,Index,Units,Undefined,-0.19496981024274235
2019 04,Sugars,Index,Units,Undefined,-0.31161908490094986
2019 05,Sugars,Index,Units,Undefined,-0.14052119308011674
2019 06,Sugars,Index,Units,Undefined,-0.18777675175553446
2000 01,Food not elsewhere classified,Index,Units,Undefined,
2000 02,Food not elsewhere classified,Index,Units,Undefined,
2000 03,Food not elsewhere classified,Index,Units,Undefined,
2000 04,Food not elsewhere classified,Index,Units,Undefined,
2000 05,Food not elsewhere classified,Index,Units,Undefined,
2000 06,Food not elsewhere classified,Index,Units,Undefined,
2000 07,Food not elsewhere classified,Index,Units,Undefined,
2000 08,Food not elsewhere classified,Index,Units,Undefined,
2000 09,Food not elsewhere classified,Index,Units,Undefined,
2000 10,Food not elsewhere classified,Index,Units,Undefined,
2000 11,Food not elsewhere classified,Index,Units,Undefined,
2000 12,Food not elsewhere classified,Index,Units,Undefined,
2001 01,Food not elsewhere classified,Index,Units,Undefined,
2001 02,Food not elsewhere classified,Index,Units,Undefined,
2001 03,Food not elsewhere classified,Index,Units,Undefined,0.09629665431828091
2001 04,Food not elsewhere classified,Index,Units,Undefined,-0.4155208247376689
2001 05,Food not elsewhere classified,Index,Units,Undefined,-0.3876070279410736
2001 06,Food not elsewhere classified,Index,Units,Undefined,-0.08900865435114588
2001 07,Food not elsewhere classified,Index,Units,Undefined,-0.23792253949737419
2001 08,Food not elsewhere classified,Index,Units,Undefined,0.2926718125413067
2001 09,Food not elsewhere classified,Index,Units,Undefined,0.23029691666604807
2001 10,Food not elsewhere classified,Index,Units,Undefined,0.2503047623353138
2001 11,Food not elsewhere classified,Index,Units,Undefined,0.4279737383152304
2001 12,Food not elsewhere classified,Index,Units,Undefined,0.10969373377860858
2002 01,Food not elsewhere classified,Index,Units,Undefined,0.008850795805434195
2002 02,Food not elsewhere classified,Index,Units,Undefined,0.5315122623040932
2002 03,Food not elsewhere classified,Index,Units,Undefined,0.11376251572816652
2002 04,Food not elsewhere classified,Index,Units,Undefined,0.33187701174053214
2002 05,Food not elsewhere classified,Index,Units,Undefined,-0.15060333369734677
2002 06,Food not elsewhere classified,Index,Units,Undefined,-0.1256981630045521
2002 07,Food not elsewhere classified,Index,Units,Undefined,-0.15504970727142559
2002 08,Food not elsewhere classified,Index,Units,Undefined,-0.21627238225945827
2002 09,Food not elsewhere classified,Index,Units,Undefined,-0.20210792289473684
2002 10,Food not elsewhere classified,Index,Units,Undefined,-0.16480411674830797
2002 11,Food not elsewhere classified,Index,Units,Undefined,-0.5690193000298299
2002 12,Food not elsewhere classified,Index,Units,Undefined,-0.2719560412486322
2003 01,Food not elsewhere classified,Index,Units,Undefined,-0.5296432361568519
2003 02,Food not elsewhere classified,Index,Units,Undefined,-0.3925561728068597
2003 03,Food not elsewhere classified,Index,Units,Undefined,-0.3624020761737734
2003 04,Food not elsewhere classified,Index,Units,Undefined,-0.5908786221527076
2003 05,Food not elsewhere classified,Index,Units,Undefined,-0.1424672309763558
2003 06,Food not elsewhere classified,Index,Units,Undefined,-0.29041202646136494
2003 07,Food not elsewhere classified,Index,Units,Undefined,-0.26339538979857313
2003 08,Food not elsewhere classified,Index,Units,Undefined,0.11179698523908255
2003 09,Food not elsewhere classified,Index,Units,Undefined,0.3071092754758108
2003 10,Food not elsewhere classified,Index,Units,Undefined,0.010473518599976729
2003 11,Food not elsewhere classified,Index,Units,Undefined,0.07806370375368382
2003 12,Food not elsewhere classified,Index,Units,Undefined,-0.2748630308322617
2004 01,Food not elsewhere classified,Index,Units,Undefined,-0.09583907678143166
2004 02,Food not elsewhere classified,Index,Units,Undefined,-0.0004508828568470847
2004 03,Food not elsewhere classified,Index,Units,Undefined,-0.23968395173387647
2004 04,Food not elsewhere classified,Index,Units,Undefined,-0.29171474904072675
2004 05,Food not elsewhere classified,Index,Units,Undefined,-0.6312007102257453
2004 06,Food not elsewhere classified,Index,Units,Undefined,-0.3144298719021497
2004 07,Food not elsewhere classified,Index,Units,Undefined,-0.4453845926610152
2004 08,Food not elsewhere classified,Index,Units,Undefined,-0.5223818274185016
2004 09,Food not elsewhere classified,Index,Units,Undefined,-0.4502775795692235
2004 10,Food not elsewhere classified,Index,Units,Undefined,-0.14468651825003387
2004 11,Food not elsewhere classified,Index,Units,Undefined,-0.31951695963218446
2004 12,Food not elsewhere classified,Index,Units,Undefined,0.019416682712074498
2005 01,Food not elsewhere classified,Index,Units,Undefined,-0.03942726456067505
2005 02,Food not elsewhere classified,Index,Units,Undefined,-0.15331921171657126
2005 03,Food not elsewhere classified,Index,Units,Undefined,-0.031046932775966207
2005 04,Food not elsewhere classified,Index,Units,Undefined,-0.08786070352092956
2005 05,Food not elsewhere classified,Index,Units,Undefined,0.16032483687643345
2005 06,Food not elsewhere classified,Index,Units,Undefined,-0.021136363957534134
2005 07,Food not elsewhere classified,Index,Units,Undefined,-0.02827697673189284
2005 08,Food not elsewhere classified,Index,Units,Undefined,-0.13099069356028298
2005 09,Food not elsewhere classified,Index,Units,Undefined,-0.3431439348709991
2005 10,Food not elsewhere classified,Index,Units,Undefined,-0.4028134272247132
2005 11,Food not elsewhere classified,Index,Units,Undefined,-0.20254734451496414
2005 12,Food not elsewhere classified,Index,Units,Undefined,-0.496158542410788
2006 01,Food not elsewhere classified,Index,Units,Undefined,-0.4182222518831824
2006 02,Food not elsewhere classified,Index,Units,Undefined,-0.3929209345326078
2006 03,Food not elsewhere classified,Index,Units,Undefined,-0.3637767713766624
2006 04,Food not elsewhere classified,Index,Units,Undefined,-0.4043588009381198
2006 05,Food not elsewhere classified,Index,Units,Undefined,-0.22716195717655868
2006 06,Food not elsewhere classified,Index,Units,Undefined,-0.24077950351532756
2006 07,Food not elsewhere classified,Index,Units,Undefined,-0.1725438038552215
2006 08,Food not elsewhere classified,Index,Units,Undefined,0.0008983169532968934
2006 09,Food not elsewhere classified,Index,Units,Undefined,0.06871759349134499
2006 10,Food not elsewhere classified,Index,Units,Undefined,0.4957283540670656
2006 11,Food not elsewhere classified,Index,Units,Undefined,0.1744717073228871
2006 12,Food not elsewhere classified,Index,Units,Undefined,0.3615055768237648
2007 01,Food not elsewhere classified,Index,Units,Undefined,0.004824755460470689
2007 02,Food not elsewhere classified,Index,Units,Undefined,0.38508965049261384
2007 03,Food not elsewhere classified,Index,Units,Undefined,0.4835977401118047
2007 04,Food not elsewhere classified,Index,Units,Undefined,0.4211039494917802
2007 05,Food not elsewhere classified,Index,Units,Undefined,0.26107764810361833
2007 06,Food not elsewhere classified,Index,Units,Undefined,0.5455361506835602
2007 07,Food not elsewhere classified,Index,Units,Undefined,0.42831903065770993
2007 08,Food not elsewhere classified,Index,Units,Undefined,0.1397994914733575
2007 09,Food not elsewhere classified,Index,Units,Undefined,0.4132695873766406
2007 10,Food not elsewhere classified,Index,Units,Undefined,0.12988550456999093
2007 11,Food not elsewhere classified,Index,Units,Undefined,0.4570780109957574
2007 12,Food not elsewhere classified,Index,Units,Undefined,0.37519116656281526
2008 01,Food not elsewhere classified,Index,Units,Undefined,0.5885036051312703
2008 02,Food not elsewhere classified,Index,Units,Undefined,0.47641183191382147
2008 03,Food not elsewhere classified,Index,Units,Undefined,0.3196313255815339
2008 04,Food not elsewhere classified,Index,Units,Undefined,0.4273130406654936
2008 05,Food not elsewhere classified,Index,Units,Undefined,0.49859816327590667
2008 06,Food not elsewhere classified,Index,Units,Undefined,0.7129034649131746
2008 07,Food not elsewhere classified,Index,Units,Undefined,1.1144245155349617
2008 08,Food not elsewhere classified,Index,Units,Undefined,1.1723572908634343
2008 09,Food not elsewhere classified,Index,Units,Undefined,0.9489018731180698
2008 10,Food not elsewhere classified,Index,Units,Undefined,0.7692204609465764
2008 11,Food not elsewhere classified,Index,Units,Undefined,1.2386194834719761
2008 12,Food not elsewhere classified,Index,Units,Undefined,1.25694950257788
2009 01,Food not elsewhere classified,Index,Units,Undefined,1.0304351049045348
2009 02,Food not elsewhere classified,Index,Units,Undefined,1.1558611710568683
2009 03,Food not elsewhere classified,Index,Units,Undefined,1.061034159711678
2009 04,Food not elsewhere classified,Index,Units,Undefined,0.9491477614127477
2009 05,Food not elsewhere classified,Index,Units,Undefined,0.8450586397282354
2009 06,Food not elsewhere classified,Index,Units,Undefined,0.8251572775111073
2009 07,Food not elsewhere classified,Index,Units,Undefined,0.6281725233708992
2009 08,Food not elsewhere classified,Index,Units,Undefined,0.33087489471755205
2009 09,Food not elsewhere classified,Index,Units,Undefined,0.31512134336426245
2009 10,Food not elsewhere classified,Index,Units,Undefined,0.4189918552789912
2009 11,Food not elsewhere classified,Index,Units,Undefined,-0.1979923276895584
2009 12,Food not elsewhere classified,Index,Units,Undefined,-0.29249813044974704
2010 01,Food not elsewhere classified,Index,Units,Undefined,-0.12172589529425035
2010 02,Food not elsewhere classified,Index,Units,Undefined,-0.5630040230238046
2010 03,Food not elsewhere classified,Index,Units,Undefined,-0.6135640411598229
2010 04,Food not elsewhere classified,Index,Units,Undefined,-0.14786438872768834
2010 05,Food not elsewhere classified,Index,Units,Undefined,-0.42113523380185486
2010 06,Food not elsewhere classified,Index,Units,Undefined,-0.39974075174469487
2010 07,Food not elsewhere classified,Index,Units,Undefined,-0.029997676999161324
2010 08,Food not elsewhere classified,Index,Units,Undefined,0.057639949731843
2010 09,Food not elsewhere classified,Index,Units,Undefined,0.2161179805786766
2010 10,Food not elsewhere classified,Index,Units,Undefined,0.06636079556399843
2010 11,Food not elsewhere classified,Index,Units,Undefined,0.07107660679213956
2010 12,Food not elsewhere classified,Index,Units,Undefined,-0.027272203855019196
2011 01,Food not elsewhere classified,Index,Units,Undefined,-0.1908081450075396
2011 02,Food not elsewhere classified,Index,Units,Undefined,0.34477417755309314
2011 03,Food not elsewhere classified,Index,Units,Undefined,0.05218344357928283
2011 04,Food not elsewhere classified,Index,Units,Undefined,-0.3186291323246053
2011 05,Food not elsewhere classified,Index,Units,Undefined,0.10196176857774336
2011 06,Food not elsewhere classified,Index,Units,Undefined,0.37795367668247665
2011 07,Food not elsewhere classified,Index,Units,Undefined,0.18656251879127195
2011 08,Food not elsewhere classified,Index,Units,Undefined,0.15806506125990333
2011 09,Food not elsewhere classified,Index,Units,Undefined,0.012219696654424947
2011 10,Food not elsewhere classified,Index,Units,Undefined,0.06810316410019886
2011 11,Food not elsewhere classified,Index,Units,Undefined,0.1023544088478895
2011 12,Food not elsewhere classified,Index,Units,Undefined,0.3013747955458959
2012 01,Food not elsewhere classified,Index,Units,Undefined,0.30463486660995004
2012 02,Food not elsewhere classified,Index,Units,Undefined,0.3404296028989442
2012 03,Food not elsewhere classified,Index,Units,Undefined,0.4927991051610649
2012 04,Food not elsewhere classified,Index,Units,Undefined,0.38381401964278167
2012 05,Food not elsewhere classified,Index,Units,Undefined,0.35035303596963885
2012 06,Food not elsewhere classified,Index,Units,Undefined,0.11997408349491173
2012 07,Food not elsewhere classified,Index,Units,Undefined,0.14435875710780577
2012 08,Food not elsewhere classified,Index,Units,Undefined,0.13564650560605657
2012 09,Food not elsewhere classified,Index,Units,Undefined,0.11879394194189237
2012 10,Food not elsewhere classified,Index,Units,Undefined,0.048041281847638326
2012 11,Food not elsewhere classified,Index,Units,Undefined,0.09615174510968937
2012 12,Food not elsewhere classified,Index,Units,Undefined,0.05289102812461144
2013 01,Food not elsewhere classified,Index,Units,Undefined,0.0315009192084824
2013 02,Food not elsewhere classified,Index,Units,Undefined,0.03768788117311351
2013 03,Food not elsewhere classified,Index,Units,Undefined,-0.08163666882890819
2013 04,Food not elsewhere classified,Index,Units,Undefined,0.04646858365378425
2013 05,Food not elsewhere classified,Index,Units,Undefined,-0.17386160998730232
2013 06,Food not elsewhere classified,Index,Units,Undefined,0.11374303051777193
2013 07,Food not elsewhere classified,Index,Units,Undefined,-0.16054422585824
2013 08,Food not elsewhere classified,Index,Units,Undefined,0.12493655520159308
2013 09,Food not elsewhere classified,Index,Units,Undefined,0.01764211412081451
2013 10,Food not elsewhere classified,Index,Units,Undefined,0.07275238694921451
2013 11,Food not elsewhere classified,Index,Units,Undefined,0.09972938592802041
2013 12,Food not elsewhere classified,Index,Units,Undefined,0.01271019391098778
2014 01,Food not elsewhere classified,Index,Units,Undefined,0.1465218395987855
2014 02,Food not elsewhere classified,Index,Units,Undefined,0.011066425215448228
2014 03,Food not elsewhere classified,Index,Units,Undefined,0.02787716336554348
2014 04,Food not elsewhere classified,Index,Units,Undefined,0.061122243852650915
2014 05,Food not elsewhere classified,Index,Units,Undefined,-0.01689037854330625
2014 06,Food not elsewhere classified,Index,Units,Undefined,-0.38640897590074463
2014 07,Food not elsewhere classified,Index,Units,Undefined,-0.09284213525293802
2014 08,Food not elsewhere classified,Index,Units,Undefined,-0.2786583716275896
2014 09,Food not elsewhere classified,Index,Units,Undefined,-0.325227673031472
2014 10,Food not elsewhere classified,Index,Units,Undefined,-0.5611230323840408
2014 11,Food not elsewhere classified,Index,Units,Undefined,-0.7503953706565694
2014 12,Food not elsewhere classified,Index,Units,Undefined,-0.5622032352655103
2015 01,Food not elsewhere classified,Index,Units,Undefined,-0.9630764312316253
2015 02,Food not elsewhere classified,Index,Units,Undefined,-0.7167844850176128
2015 03,Food not elsewhere classified,Index,Units,Undefined,-0.7769336438313243
2015 04,Food not elsewhere classified,Index,Units,Undefined,-0.6202404363582771
2015 05,Food not elsewhere classified,Index,Units,Undefined,-0.7459728506970332
2015 06,Food not elsewhere classified,Index,Units,Undefined,-0.39167847814304046
2015 07,Food not elsewhere classified,Index,Units,Undefined,-0.577624189696836
2015 08,Food not elsewhere classified,Index,Units,Undefined,-0.28793601734097474
2015 09,Food not elsewhere classified,Index,Units,Undefined,-0.40336985919826185
2015 10,Food not elsewhere classified,Index,Units,Undefined,-0.5206666562598946
2015 11,Food not elsewhere classified,Index,Units,Undefined,-0.27076628561230504
2015 12,Food not elsewhere classified,Index,Units,Undefined,-0.1250913040658154
2016 01,Food not elsewhere classified,Index,Units,Undefined,-0.49516591617980515
2016 02,Food not elsewhere classified,Index,Units,Undefined,-0.3181946945266442
2016 03,Food not elsewhere classified,Index,Units,Undefined,-0.1793798931308178
2016 04,Food not elsewhere classified,Index,Units,Undefined,0.04205766181113832
2016 05,Food not elsewhere classified,Index,Units,Undefined,-0.24173417616703374
2016 06,Food not elsewhere classified,Index,Units,Undefined,-0.08236098051265466
2016 07,Food not elsewhere classified,Index,Units,Undefined,-0.16295438338100576
2016 08,Food not elsewhere classified,Index,Units,Undefined,-0.25311092612381575
2016 09,Food not elsewhere classified,Index,Units,Undefined,-0.17714405601666722
2016 10,Food not elsewhere classified,Index,Units,Undefined,-0.112397845886918
2016 11,Food not elsewhere classified,Index,Units,Undefined,-0.03763263483798945
2016 12,Food not elsewhere classified,Index,Units,Undefined,-0.16673700502619487
2017 01,Food not elsewhere classified,Index,Units,Undefined,0.21864688158928028
2017 02,Food not elsewhere classified,Index,Units,Undefined,0.0828226976831087
2017 03,Food not elsewhere classified,Index,Units,Undefined,0.0019683240315428504
2017 04,Food not elsewhere classified,Index,Units,Undefined,-0.0928946996898668
2017 05,Food not elsewhere classified,Index,Units,Undefined,0.1929978438938369
2017 06,Food not elsewhere classified,Index,Units,Undefined,-0.22580625030455295
2017 07,Food not elsewhere classified,Index,Units,Undefined,0.2911652500336599
2017 08,Food not elsewhere classified,Index,Units,Undefined,-0.2218951226668497
2017 09,Food not elsewhere classified,Index,Units,Undefined,0.039825615524714336
2017 10,Food not elsewhere classified,Index,Units,Undefined,0.24164200556333948
2017 11,Food not elsewhere classified,Index,Units,Undefined,0.037420054025285164
2017 12,Food not elsewhere classified,Index,Units,Undefined,-0.25306213808632616
2018 01,Food not elsewhere classified,Index,Units,Undefined,0.10272669020049197
2018 02,Food not elsewhere classified,Index,Units,Undefined,-0.2362964751380371
2018 03,Food not elsewhere classified,Index,Units,Undefined,-0.012019574799767948
2018 04,Food not elsewhere classified,Index,Units,Undefined,0.015390341469357999
2018 05,Food not elsewhere classified,Index,Units,Undefined,-0.16632219345046417
2018 06,Food not elsewhere classified,Index,Units,Undefined,-0.010753695781875579
2018 07,Food not elsewhere classified,Index,Units,Undefined,-0.30127526576831654
2018 08,Food not elsewhere classified,Index,Units,Undefined,0.016259879243474502
2018 09,Food not elsewhere classified,Index,Units,Undefined,-0.3403007550173566
2018 10,Food not elsewhere classified,Index,Units,Undefined,-0.4652778733268656
2018 11,Food not elsewhere classified,Index,Units,Undefined,-0.042894938662314856
2018 12,Food not elsewhere classified,Index,Units,Undefined,0.06123859859102045
2019 01,Food not elsewhere classified,Index,Units,Undefined,-0.08735970828026134
2019 02,Food not elsewhere classified,Index,Units,Undefined,0.04301838440333844
2019 03,Food not elsewhere classified,Index,Units,Undefined,0.014856435734783116
2019 04,Food not elsewhere classified,Index,Units,Undefined,-0.1775506785996808
2019 05,Food not elsewhere classified,Index,Units,Undefined,-0.03751290902104868
2019 06,Food not elsewhere classified,Index,Units,Undefined,-0.11789831634101178
