Year,Region,County,Local authority,Age,GeoCode,Value
2014,London,Inner London,Hackney,4,E12000007,98.0
2015,London,Inner London,Hackney,4,E12000007,96.0
2016,London,Inner London,Hackney,4,E12000007,91.0
2017,London,Inner London,Hackney,4,E12000007,89.0
2018,London,Inner London,Hackney,4,E12000007,86.0
2011,London,Inner London,Hackney,3 to 4,E12000007,90.0
2012,London,Inner London,Hackney,3 to 4,E12000007,92.0
2013,London,Inner London,Hackney,3 to 4,E12000007,94.0
2014,London,Inner London,Hackney,3 to 4,E12000007,94.0
2015,London,Inner London,Hackney,3 to 4,E12000007,91.0
2016,London,Inner London,Hackney,3 to 4,E12000007,88.0
2017,London,Inner London,Hackney,3 to 4,E12000007,86.0
2018,London,Inner London,Hackney,3 to 4,E12000007,85.0
2015,London,Inner London,Hammersmith and Fulham,2,E12000007,43.0
2016,London,Inner London,Hammersmith and Fulham,2,E12000007,51.0
2017,London,Inner London,Hammersmith and Fulham,2,E12000007,66.0
2018,London,Inner London,Hammersmith and Fulham,2,E12000007,85.0
2011,London,Inner London,Hammersmith and Fulham,3,E12000007,95.0
2012,London,Inner London,Hammersmith and Fulham,3,E12000007,97.0
2013,London,Inner London,Hammersmith and Fulham,3,E12000007,96.0
2014,London,Inner London,Hammersmith and Fulham,3,E12000007,87.0
2015,London,Inner London,Hammersmith and Fulham,3,E12000007,87.0
2016,London,Inner London,Hammersmith and Fulham,3,E12000007,84.0
2017,London,Inner London,Hammersmith and Fulham,3,E12000007,86.0
2018,London,Inner London,Hammersmith and Fulham,3,E12000007,84.0
2011,London,Inner London,Hammersmith and Fulham,4,E12000007,90.0
2012,London,Inner London,Hammersmith and Fulham,4,E12000007,89.0
2013,London,Inner London,Hammersmith and Fulham,4,E12000007,88.0
2014,London,Inner London,Hammersmith and Fulham,4,E12000007,89.0
2015,London,Inner London,Hammersmith and Fulham,4,E12000007,85.0
2016,London,Inner London,Hammersmith and Fulham,4,E12000007,86.0
2017,London,Inner London,Hammersmith and Fulham,4,E12000007,82.0
2018,London,Inner London,Hammersmith and Fulham,4,E12000007,82.0
2011,London,Inner London,Hammersmith and Fulham,3 to 4,E12000007,92.0
2012,London,Inner London,Hammersmith and Fulham,3 to 4,E12000007,93.0
2013,London,Inner London,Hammersmith and Fulham,3 to 4,E12000007,92.0
2014,London,Inner London,Hammersmith and Fulham,3 to 4,E12000007,88.0
2015,London,Inner London,Hammersmith and Fulham,3 to 4,E12000007,86.0
2016,London,Inner London,Hammersmith and Fulham,3 to 4,E12000007,85.0
2017,London,Inner London,Hammersmith and Fulham,3 to 4,E12000007,84.0
2018,London,Inner London,Hammersmith and Fulham,3 to 4,E12000007,83.0
2015,London,Inner London,Haringey,2,E12000007,40.0
2016,London,Inner London,Haringey,2,E12000007,50.0
2017,London,Inner London,Haringey,2,E12000007,49.0
2018,London,Inner London,Haringey,2,E12000007,54.0
2011,London,Inner London,Haringey,3,E12000007,80.0
2012,London,Inner London,Haringey,3,E12000007,82.0
2013,London,Inner London,Haringey,3,E12000007,83.0
2014,London,Inner London,Haringey,3,E12000007,84.0
2015,London,Inner London,Haringey,3,E12000007,81.0
2016,London,Inner London,Haringey,3,E12000007,77.0
2017,London,Inner London,Haringey,3,E12000007,75.0
2018,London,Inner London,Haringey,3,E12000007,73.0
2011,London,Inner London,Haringey,4,E12000007,89.0
2012,London,Inner London,Haringey,4,E12000007,95.0
2013,London,Inner London,Haringey,4,E12000007,94.0
2014,London,Inner London,Haringey,4,E12000007,93.0
2015,London,Inner London,Haringey,4,E12000007,96.0
2016,London,Inner London,Haringey,4,E12000007,92.0
2017,London,Inner London,Haringey,4,E12000007,84.0
2018,London,Inner London,Haringey,4,E12000007,84.0
2011,London,Inner London,Haringey,3 to 4,E12000007,84.0
2012,London,Inner London,Haringey,3 to 4,E12000007,88.0
2013,London,Inner London,Haringey,3 to 4,E12000007,88.0
2014,London,Inner London,Haringey,3 to 4,E12000007,88.0
2015,London,Inner London,Haringey,3 to 4,E12000007,88.0
2016,London,Inner London,Haringey,3 to 4,E12000007,84.0
2017,London,Inner London,Haringey,3 to 4,E12000007,80.0
2018,London,Inner London,Haringey,3 to 4,E12000007,78.0
2015,London,Inner London,Islington,2,E12000007,53.0
2016,London,Inner London,Islington,2,E12000007,64.0
2017,London,Inner London,Islington,2,E12000007,68.0
2018,London,Inner London,Islington,2,E12000007,64.0
2011,London,Inner London,Islington,3,E12000007,96.0
2012,London,Inner London,Islington,3,E12000007,97.0
2013,London,Inner London,Islington,3,E12000007,96.0
2014,London,Inner London,Islington,3,E12000007,87.0
2015,London,Inner London,Islington,3,E12000007,84.0
2016,London,Inner London,Islington,3,E12000007,83.0
2017,London,Inner London,Islington,3,E12000007,84.0
2018,London,Inner London,Islington,3,E12000007,85.0
2011,London,Inner London,Islington,4,E12000007,98.0
2012,London,Inner London,Islington,4,E12000007,96.0
2013,London,Inner London,Islington,4,E12000007,96.0
2014,London,Inner London,Islington,4,E12000007,96.0
2015,London,Inner London,Islington,4,E12000007,92.0
2016,London,Inner London,Islington,4,E12000007,86.0
2017,London,Inner London,Islington,4,E12000007,84.0
2018,London,Inner London,Islington,4,E12000007,82.0
2011,London,Inner London,Islington,3 to 4,E12000007,97.0
2012,London,Inner London,Islington,3 to 4,E12000007,97.0
2013,London,Inner London,Islington,3 to 4,E12000007,96.0
2014,London,Inner London,Islington,3 to 4,E12000007,91.0
2015,London,Inner London,Islington,3 to 4,E12000007,88.0
2016,London,Inner London,Islington,3 to 4,E12000007,85.0
2017,London,Inner London,Islington,3 to 4,E12000007,84.0
2018,London,Inner London,Islington,3 to 4,E12000007,84.0
2015,London,Inner London,Kensington and Chelsea,2,E12000007,52.0
2016,London,Inner London,Kensington and Chelsea,2,E12000007,57.0
2017,London,Inner London,Kensington and Chelsea,2,E12000007,62.0
2018,London,Inner London,Kensington and Chelsea,2,E12000007,71.0
2011,London,Inner London,Kensington and Chelsea,3,E12000007,73.0
2012,London,Inner London,Kensington and Chelsea,3,E12000007,75.0
2013,London,Inner London,Kensington and Chelsea,3,E12000007,78.0
2014,London,Inner London,Kensington and Chelsea,3,E12000007,75.0
2015,London,Inner London,Kensington and Chelsea,3,E12000007,75.0
2016,London,Inner London,Kensington and Chelsea,3,E12000007,67.0
2017,London,Inner London,Kensington and Chelsea,3,E12000007,77.0
2018,London,Inner London,Kensington and Chelsea,3,E12000007,82.0
2011,London,Inner London,Kensington and Chelsea,4,E12000007,78.0
2012,London,Inner London,Kensington and Chelsea,4,E12000007,79.0
2013,London,Inner London,Kensington and Chelsea,4,E12000007,77.0
2014,London,Inner London,Kensington and Chelsea,4,E12000007,82.0
2015,London,Inner London,Kensington and Chelsea,4,E12000007,77.0
2016,London,Inner London,Kensington and Chelsea,4,E12000007,72.0
2017,London,Inner London,Kensington and Chelsea,4,E12000007,70.0
2018,London,Inner London,Kensington and Chelsea,4,E12000007,80.0
2011,London,Inner London,Kensington and Chelsea,3 to 4,E12000007,75.0
2012,London,Inner London,Kensington and Chelsea,3 to 4,E12000007,77.0
2013,London,Inner London,Kensington and Chelsea,3 to 4,E12000007,78.0
2014,London,Inner London,Kensington and Chelsea,3 to 4,E12000007,78.0
2015,London,Inner London,Kensington and Chelsea,3 to 4,E12000007,76.0
2016,London,Inner London,Kensington and Chelsea,3 to 4,E12000007,69.0
2017,London,Inner London,Kensington and Chelsea,3 to 4,E12000007,74.0
2018,London,Inner London,Kensington and Chelsea,3 to 4,E12000007,81.0
2015,London,Inner London,Lambeth,2,E12000007,43.0
2016,London,Inner London,Lambeth,2,E12000007,60.0
2017,London,Inner London,Lambeth,2,E12000007,59.0
2018,London,Inner London,Lambeth,2,E12000007,64.0
2011,London,Inner London,Lambeth,3,E12000007,88.0
2012,London,Inner London,Lambeth,3,E12000007,89.0
2013,London,Inner London,Lambeth,3,E12000007,89.0
2014,London,Inner London,Lambeth,3,E12000007,88.0
2015,London,Inner London,Lambeth,3,E12000007,84.0
2016,London,Inner London,Lambeth,3,E12000007,86.0
2017,London,Inner London,Lambeth,3,E12000007,84.0
2018,London,Inner London,Lambeth,3,E12000007,86.0
2011,London,Inner London,Lambeth,4,E12000007,88.0
2012,London,Inner London,Lambeth,4,E12000007,89.0
2013,London,Inner London,Lambeth,4,E12000007,89.0
2014,London,Inner London,Lambeth,4,E12000007,90.0
2015,London,Inner London,Lambeth,4,E12000007,89.0
2016,London,Inner London,Lambeth,4,E12000007,86.0
2017,London,Inner London,Lambeth,4,E12000007,86.0
2018,London,Inner London,Lambeth,4,E12000007,87.0
2011,London,Inner London,Lambeth,3 to 4,E12000007,88.0
2012,London,Inner London,Lambeth,3 to 4,E12000007,89.0
2013,London,Inner London,Lambeth,3 to 4,E12000007,89.0
2014,London,Inner London,Lambeth,3 to 4,E12000007,89.0
2015,London,Inner London,Lambeth,3 to 4,E12000007,86.0
2016,London,Inner London,Lambeth,3 to 4,E12000007,86.0
2017,London,Inner London,Lambeth,3 to 4,E12000007,85.0
2018,London,Inner London,Lambeth,3 to 4,E12000007,87.0
2015,London,Inner London,Lewisham,2,E12000007,48.0
2016,London,Inner London,Lewisham,2,E12000007,61.0
2017,London,Inner London,Lewisham,2,E12000007,60.0
2018,London,Inner London,Lewisham,2,E12000007,54.0
2011,London,Inner London,Lewisham,3,E12000007,78.0
2012,London,Inner London,Lewisham,3,E12000007,80.0
2013,London,Inner London,Lewisham,3,E12000007,84.0
2014,London,Inner London,Lewisham,3,E12000007,80.0
2015,London,Inner London,Lewisham,3,E12000007,79.0
2016,London,Inner London,Lewisham,3,E12000007,84.0
2017,London,Inner London,Lewisham,3,E12000007,80.0
2018,London,Inner London,Lewisham,3,E12000007,81.0
2011,London,Inner London,Lewisham,4,E12000007,87.0
2012,London,Inner London,Lewisham,4,E12000007,87.0
2013,London,Inner London,Lewisham,4,E12000007,89.0
2014,London,Inner London,Lewisham,4,E12000007,90.0
2015,London,Inner London,Lewisham,4,E12000007,90.0
2016,London,Inner London,Lewisham,4,E12000007,87.0
2017,London,Inner London,Lewisham,4,E12000007,85.0
2018,London,Inner London,Lewisham,4,E12000007,84.0
2011,London,Inner London,Lewisham,3 to 4,E12000007,82.0
2012,London,Inner London,Lewisham,3 to 4,E12000007,83.0
2013,London,Inner London,Lewisham,3 to 4,E12000007,86.0
2014,London,Inner London,Lewisham,3 to 4,E12000007,85.0
2015,London,Inner London,Lewisham,3 to 4,E12000007,84.0
2016,London,Inner London,Lewisham,3 to 4,E12000007,86.0
2017,London,Inner London,Lewisham,3 to 4,E12000007,83.0
2018,London,Inner London,Lewisham,3 to 4,E12000007,82.0
2015,London,Inner London,Newham,2,E12000007,31.0
2016,London,Inner London,Newham,2,E12000007,56.0
2017,London,Inner London,Newham,2,E12000007,43.0
2018,London,Inner London,Newham,2,E12000007,50.0
2011,London,Inner London,Newham,3,E12000007,92.0
2012,London,Inner London,Newham,3,E12000007,93.0
2013,London,Inner London,Newham,3,E12000007,96.0
2014,London,Inner London,Newham,3,E12000007,91.0
2015,London,Inner London,Newham,3,E12000007,82.0
2016,London,Inner London,Newham,3,E12000007,78.0
2017,London,Inner London,Newham,3,E12000007,78.0
2018,London,Inner London,Newham,3,E12000007,78.0
2011,London,Inner London,Newham,4,E12000007,95.0
2012,London,Inner London,Newham,4,E12000007,101.0
2013,London,Inner London,Newham,4,E12000007,100.0
2014,London,Inner London,Newham,4,E12000007,103.0
2015,London,Inner London,Newham,4,E12000007,102.0
2016,London,Inner London,Newham,4,E12000007,91.0
2017,London,Inner London,Newham,4,E12000007,86.0
2018,London,Inner London,Newham,4,E12000007,85.0
2011,London,Inner London,Newham,3 to 4,E12000007,93.0
2012,London,Inner London,Newham,3 to 4,E12000007,97.0
2013,London,Inner London,Newham,3 to 4,E12000007,98.0
2014,London,Inner London,Newham,3 to 4,E12000007,97.0
2015,London,Inner London,Newham,3 to 4,E12000007,91.0
2016,London,Inner London,Newham,3 to 4,E12000007,84.0
2017,London,Inner London,Newham,3 to 4,E12000007,82.0
2018,London,Inner London,Newham,3 to 4,E12000007,82.0
2015,London,Inner London,Southwark,2,E12000007,54.0
2016,London,Inner London,Southwark,2,E12000007,67.0
2017,London,Inner London,Southwark,2,E12000007,71.0
2018,London,Inner London,Southwark,2,E12000007,93.0
2011,London,Inner London,Southwark,3,E12000007,77.0
2012,London,Inner London,Southwark,3,E12000007,77.0
2013,London,Inner London,Southwark,3,E12000007,81.0
2014,London,Inner London,Southwark,3,E12000007,81.0
2015,London,Inner London,Southwark,3,E12000007,80.0
2016,London,Inner London,Southwark,3,E12000007,79.0
2017,London,Inner London,Southwark,3,E12000007,79.0
2018,London,Inner London,Southwark,3,E12000007,80.0
2011,London,Inner London,Southwark,4,E12000007,93.0
2012,London,Inner London,Southwark,4,E12000007,89.0
2013,London,Inner London,Southwark,4,E12000007,94.0
2014,London,Inner London,Southwark,4,E12000007,91.0
2015,London,Inner London,Southwark,4,E12000007,89.0
2016,London,Inner London,Southwark,4,E12000007,85.0
2017,London,Inner London,Southwark,4,E12000007,83.0
2018,London,Inner London,Southwark,4,E12000007,83.0
2011,London,Inner London,Southwark,3 to 4,E12000007,85.0
2012,London,Inner London,Southwark,3 to 4,E12000007,83.0
2013,London,Inner London,Southwark,3 to 4,E12000007,87.0
2014,London,Inner London,Southwark,3 to 4,E12000007,86.0
2015,London,Inner London,Southwark,3 to 4,E12000007,85.0
2016,London,Inner London,Southwark,3 to 4,E12000007,82.0
2017,London,Inner London,Southwark,3 to 4,E12000007,81.0
2018,London,Inner London,Southwark,3 to 4,E12000007,82.0
2015,London,Inner London,Tower Hamlets,2,E12000007,26.0
2016,London,Inner London,Tower Hamlets,2,E12000007,34.0
2017,London,Inner London,Tower Hamlets,2,E12000007,39.0
2018,London,Inner London,Tower Hamlets,2,E12000007,47.0
2011,London,Inner London,Tower Hamlets,3,E12000007,85.0
2012,London,Inner London,Tower Hamlets,3,E12000007,84.0
2013,London,Inner London,Tower Hamlets,3,E12000007,86.0
2014,London,Inner London,Tower Hamlets,3,E12000007,82.0
2015,London,Inner London,Tower Hamlets,3,E12000007,76.0
2016,London,Inner London,Tower Hamlets,3,E12000007,75.0
2017,London,Inner London,Tower Hamlets,3,E12000007,76.0
2018,London,Inner London,Tower Hamlets,3,E12000007,80.0
2011,London,Inner London,Tower Hamlets,4,E12000007,97.0
2012,London,Inner London,Tower Hamlets,4,E12000007,98.0
2013,London,Inner London,Tower Hamlets,4,E12000007,97.0
2014,London,Inner London,Tower Hamlets,4,E12000007,96.0
2015,London,Inner London,Tower Hamlets,4,E12000007,94.0
2016,London,Inner London,Tower Hamlets,4,E12000007,86.0
2017,London,Inner London,Tower Hamlets,4,E12000007,81.0
2018,London,Inner London,Tower Hamlets,4,E12000007,84.0
2011,London,Inner London,Tower Hamlets,3 to 4,E12000007,91.0
2012,London,Inner London,Tower Hamlets,3 to 4,E12000007,91.0
2013,London,Inner London,Tower Hamlets,3 to 4,E12000007,91.0
2014,London,Inner London,Tower Hamlets,3 to 4,E12000007,89.0
2015,London,Inner London,Tower Hamlets,3 to 4,E12000007,84.0
2016,London,Inner London,Tower Hamlets,3 to 4,E12000007,80.0
2017,London,Inner London,Tower Hamlets,3 to 4,E12000007,79.0
2018,London,Inner London,Tower Hamlets,3 to 4,E12000007,82.0
2015,London,Inner London,Wandsworth,2,E12000007,33.0
2016,London,Inner London,Wandsworth,2,E12000007,34.0
2017,London,Inner London,Wandsworth,2,E12000007,45.0
2018,London,Inner London,Wandsworth,2,E12000007,58.0
2011,London,Inner London,Wandsworth,3,E12000007,88.0
2012,London,Inner London,Wandsworth,3,E12000007,90.0
2013,London,Inner London,Wandsworth,3,E12000007,89.0
2014,London,Inner London,Wandsworth,3,E12000007,84.0
2015,London,Inner London,Wandsworth,3,E12000007,83.0
2016,London,Inner London,Wandsworth,3,E12000007,79.0
2017,London,Inner London,Wandsworth,3,E12000007,82.0
2018,London,Inner London,Wandsworth,3,E12000007,85.0
2011,London,Inner London,Wandsworth,4,E12000007,94.0
2012,London,Inner London,Wandsworth,4,E12000007,94.0
2013,London,Inner London,Wandsworth,4,E12000007,98.0
2014,London,Inner London,Wandsworth,4,E12000007,93.0
2015,London,Inner London,Wandsworth,4,E12000007,90.0
2016,London,Inner London,Wandsworth,4,E12000007,87.0
2017,London,Inner London,Wandsworth,4,E12000007,86.0
2018,London,Inner London,Wandsworth,4,E12000007,87.0
2011,London,Inner London,Wandsworth,3 to 4,E12000007,91.0
2012,London,Inner London,Wandsworth,3 to 4,E12000007,92.0
2013,London,Inner London,Wandsworth,3 to 4,E12000007,93.0
2014,London,Inner London,Wandsworth,3 to 4,E12000007,89.0
2015,London,Inner London,Wandsworth,3 to 4,E12000007,86.0
2016,London,Inner London,Wandsworth,3 to 4,E12000007,83.0
2017,London,Inner London,Wandsworth,3 to 4,E12000007,84.0
2018,London,Inner London,Wandsworth,3 to 4,E12000007,86.0
2015,London,Inner London,Westminster,2,E12000007,43.0
2016,London,Inner London,Westminster,2,E12000007,52.0
2017,London,Inner London,Westminster,2,E12000007,64.0
2018,London,Inner London,Westminster,2,E12000007,58.0
2011,London,Inner London,Westminster,3,E12000007,81.0
2012,London,Inner London,Westminster,3,E12000007,80.0
2013,London,Inner London,Westminster,3,E12000007,73.0
2014,London,Inner London,Westminster,3,E12000007,67.0
2015,London,Inner London,Westminster,3,E12000007,63.0
2016,London,Inner London,Westminster,3,E12000007,59.0
2017,London,Inner London,Westminster,3,E12000007,57.0
2018,London,Inner London,Westminster,3,E12000007,56.0
2011,London,Inner London,Westminster,4,E12000007,82.0
2012,London,Inner London,Westminster,4,E12000007,83.0
2013,London,Inner London,Westminster,4,E12000007,77.0
2014,London,Inner London,Westminster,4,E12000007,72.0
2015,London,Inner London,Westminster,4,E12000007,65.0
2016,London,Inner London,Westminster,4,E12000007,61.0
2017,London,Inner London,Westminster,4,E12000007,58.0
2018,London,Inner London,Westminster,4,E12000007,56.0
2011,London,Inner London,Westminster,3 to 4,E12000007,82.0
2012,London,Inner London,Westminster,3 to 4,E12000007,81.0
2013,London,Inner London,Westminster,3 to 4,E12000007,75.0
2014,London,Inner London,Westminster,3 to 4,E12000007,70.0
2015,London,Inner London,Westminster,3 to 4,E12000007,64.0
2016,London,Inner London,Westminster,3 to 4,E12000007,60.0
2017,London,Inner London,Westminster,3 to 4,E12000007,58.0
2018,London,Inner London,Westminster,3 to 4,E12000007,56.0
2015,London,Outer London,,2,E12000007,50.0
2016,London,Outer London,,2,E12000007,59.0
2017,London,Outer London,,2,E12000007,59.0
2018,London,Outer London,,2,E12000007,63.0
2011,London,Outer London,,3,E12000007,85.0
2012,London,Outer London,,3,E12000007,86.0
2013,London,Outer London,,3,E12000007,87.0
2014,London,Outer London,,3,E12000007,87.0
2015,London,Outer London,,3,E12000007,86.0
