Year,Performing/Funding,Country,Region,Sector,Source,Source sub-category,Product group,Unit measure,GeoCode,Value
2017,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.028100671261458
2003,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.0281446968532336
2012,Performing research and development,,,Business Enterprise,,,Research and development services,Percentage (%),,0.0281758476867453
2014,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.0281933253515136
2013,Performing research and development,England,,Private Non-Profit,,,,Percentage (%),E92000001,0.0283492856541387
2005,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.028380559953402
2003,Performing research and development,,,Business Enterprise,,,Electrical equipment,Percentage (%),,0.0283812069108238
2002,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.0284020869287099
2004,Performing research and development,England,East of England,Government,,,,Percentage (%),E12000006,0.028465591651298
2007,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.0284844172915809
2013,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.028517697252084
2011,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.0287814247714148
2003,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0290907370835944
2008,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.029228265075421
2009,Performing research and development,England,Yorkshire and The Humber,Business Enterprise,,,,Percentage (%),E12000003,0.0293445247576652
2006,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.0293775587719239
2002,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.029484864436256
2003,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0294849205129114
2010,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0295032621644937
2010,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.0296277485027405
2012,Performing research and development,England,,Private Non-Profit,,,,Percentage (%),E92000001,0.029637250575062
2014,Performing research and development,England,North East,,,,,Percentage (%),E12000001,0.0296488125111519
2017,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0296537308130412
2004,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0299717076116841
2002,Performing research and development,,,Business Enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),,0.0302344796337879
2013,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.030257950430853
2010,Performing research and development,England,Yorkshire and The Humber,Business Enterprise,,,,Percentage (%),E12000003,0.0303746665322214
2012,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0303971800769867
2016,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0304153530669484
2010,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0304991528704682
2014,Performing research and development,England,,Private Non-Profit,,,,Percentage (%),E92000001,0.0305113234205673
2011,Performing research and development,England,North East,,,,,Percentage (%),E12000001,0.0305386064943012
2004,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0305741539958386
2017,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0307699923657416
2004,Performing research and development,,,Business Enterprise,,,Electrical equipment,Percentage (%),,0.0305741539958386
2006,Performing research and development,,,Business Enterprise,,,Electrical equipment,Percentage (%),,0.030789295005815
2015,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.030797836517345
2011,Performing research and development,,,Business Enterprise,,,Electrical equipment,Percentage (%),,0.0308415688603161
2012,Performing research and development,England,North East,,,,,Percentage (%),E12000001,0.0309232851167807
2006,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0309237460757093
2011,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0309627538067221
2002,Performing research and development,,,Business Enterprise,,,Electrical equipment,Percentage (%),,0.0309840948313199
2005,Performing research and development,,,Business Enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),,0.0309992151111972
2006,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0310581971456037
2011,Performing research and development,England,,Private Non-Profit,,,,Percentage (%),E92000001,0.031083938753128
2011,Performing research and development,Northern Ireland,,,,,,Percentage (%),N92000002,0.031144531226331
2002,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.031150675986327
2009,Performing research and development,England,Yorkshire and The Humber,Higher Education,,,,Percentage (%),E12000003,0.0312835902702863
2016,Performing research and development,England,North East,,,,,Percentage (%),E12000001,0.0313202726623287
2001,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0315408493425047
2008,Performing research and development,,,Business Enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),,0.0315946672806521
2016,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0316721858383099
2011,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0316898634851578
2003,Performing research and development,,,Business Enterprise,,,Research and development services,Percentage (%),,0.0318500210888134
2011,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0318716409047668
2010,Performing research and development,,,Business Enterprise,,,Electrical equipment,Percentage (%),,0.0319307457603065
2005,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0321316065307844
2015,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0321573335452754
2009,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0321884875095095
2013,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0322227524068824
2016,Performing research and development,Northern Ireland,,,,,,Percentage (%),N92000002,0.032225192257709
2012,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.032267775774032
2004,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0323814931483019
2012,Performing research and development,Wales,,,,,,Percentage (%),W92000004,0.032267775774032
2013,Performing research and development,England,North East,,,,,Percentage (%),E12000001,0.032503438403458
2014,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0325058798985902
2007,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0325261251505215
2014,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0326136937622672
2015,Performing research and development,England,North East,,,,,Percentage (%),E12000001,0.0326279286703282
2007,Performing research and development,,,Business Enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),,0.0327185874295187
2009,Performing research and development,,,Business Enterprise,,,Research and development services,Percentage (%),,0.0327702071632958
2011,Performing research and development,Wales,,,,,,Percentage (%),W92000004,0.0330228978956234
2007,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.033103511987513
2012,Performing research and development,Northern Ireland,,,,,,Percentage (%),N92000002,0.03331998585362
2011,Performing research and development,England,Yorkshire and The Humber,Business Enterprise,,,,Percentage (%),E12000003,0.0333258602616383
2003,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.033347918120218
2004,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0334357743205722
2011,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0334470452080442
2006,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0334783164037027
2017,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0335363796919991
2002,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0335661027339299
2005,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0336178702689925
2017,Performing research and development,Northern Ireland,,,,,,Percentage (%),N92000002,0.033730512135947
2008,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0338971126695255
2013,Performing research and development,Northern Ireland,,,,,,Percentage (%),N92000002,0.0340752799842815
2006,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0341505717531747
2015,Performing research and development,Northern Ireland,,,,,,Percentage (%),N92000002,0.0341965790871709
2005,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0342548404425102
2008,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0342808535676711
2015,Performing research and development,Wales,,,,,,Percentage (%),W92000004,0.0343011557816271
2017,Performing research and development,England,North East,,,,,Percentage (%),E12000001,0.0343129094677907
2010,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0344827156943661
2006,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0344866994279106
2011,Performing research and development,,,Business Enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),,0.0345377097256978
2016,Performing research and development,England,,Private Non-Profit,,,,Percentage (%),E92000001,0.0345377645570142
2017,Performing research and development,England,,Private Non-Profit,,,,Percentage (%),E92000001,0.0345555750227256
2015,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0345625975177675
2013,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0346366519774328
2015,Performing research and development,England,,Private Non-Profit,,,,Percentage (%),E92000001,0.0346671742122237
2003,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0347669784657592
2007,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0348356724984875
2007,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0348998265914866
2007,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0350281347774847
2012,Performing research and development,England,Yorkshire and The Humber,Business Enterprise,,,,Percentage (%),E12000003,0.0350736693196
2007,Performing research and development,,,Business Enterprise,,,Electrical equipment,Percentage (%),,0.0350922888704837
2009,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0353556278467905
2008,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0354320762621078
2005,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0355287807895457
2016,Performing research and development,Wales,,,,,,Percentage (%),W92000004,0.0357443240175212
2005,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0358118786444425
2009,Performing research and development,,,Business Enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),,0.0358727119834895
2011,Funding research and development,,,Business Enterprise,Other UK Business,,,Percentage (%),,0.0360525215557723
2017,Performing research and development,Wales,,,,,,Percentage (%),W92000004,0.0361086345743088
2014,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0361176443317669
2012,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.036125879399188
2009,Performing research and development,England,North West,Higher Education,,,,Percentage (%),E12000002,0.0362605250860137
2010,Performing research and development,,,Business Enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),,0.0362877675989448
2011,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0362948914485842
2016,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0362973304369203
2010,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0364122539371916
2016,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0362973304369203
2014,Performing research and development,Wales,,,,,,Percentage (%),W92000004,0.0364410859227977
2015,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0364449780179788
2017,Performing research and development,,,Business Enterprise,,,Telecommunications,Percentage (%),,0.0365454325731915
2017,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0365939656841785
2004,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0365986178373831
2009,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0366483381885379
2016,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.036699516923756
2011,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0367190387610051
2013,Performing research and development,Wales,,,,,,Percentage (%),W92000004,0.0368821399500378
2008,Performing research and development,,,Business Enterprise,,,Electrical equipment,Percentage (%),,0.0369030830383325
2013,Performing research and development,England,Yorkshire and The Humber,Business Enterprise,,,,Percentage (%),E12000003,0.0370505515479832
2002,Performing research and development,,,Business Enterprise,,,Research and development services,Percentage (%),,0.0371475975665824
2009,Performing research and development,,,Business Enterprise,,,Electrical equipment,Percentage (%),,0.0372946933594116
2003,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0375262624709782
2013,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0375557863418194
2012,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0376457384030373
2014,Performing research and development,England,Yorkshire and The Humber,Business Enterprise,,,,Percentage (%),E12000003,0.0377348522869207
2008,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0377984784673388
2014,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0378426661505976
2008,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0380543057327692
2010,Performing research and development,,,Business Enterprise,,,Research and development services,Percentage (%),,0.038466278518264
2015,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0384842235598743
2010,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0385285216873874
2016,Performing research and development,England,Yorkshire and The Humber,Business Enterprise,,,,Percentage (%),E12000003,0.0387607226687888
2012,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0388733168292233
2005,Performing research and development,England,London,Business Enterprise,,,,Percentage (%),E12000007,0.0390675039757555
2002,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0393964431591782
2009,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0394276654232947
2005,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0395629252218248
2017,Performing research and development,England,East of England,Higher Education,,,,Percentage (%),E12000006,0.0397486178983318
2017,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0398456841203058
2016,Performing research and development,,,Business Enterprise,,,Telecommunications,Percentage (%),,0.0400678287510048
2015,Performing research and development,England,Yorkshire and The Humber,Business Enterprise,,,,Percentage (%),E12000003,0.0401574506711732
2012,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0402762636020073
2008,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.040292794305285
2015,Performing research and development,,,Research councils,,,,Percentage (%),,0.0403143157128575
2010,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0405825462684597
2009,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0407850112821295
2003,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.040837403277241
2004,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0408910483244836
2014,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0412927097882589
2012,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0414453859126607
2010,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0414539506361874
2006,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0416798316672604
2017,Performing research and development,,,Research councils,,,,Percentage (%),,0.0420296741147196
2015,Performing research and development,,,Business Enterprise,,,Telecommunications,Percentage (%),,0.0420398311713844
2016,Performing research and development,,,Research councils,,,,Percentage (%),,0.0420787611851832
2017,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0422238065586675
2002,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0422283227942989
2011,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0422329538224761
2014,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0422630345613512
2013,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0423274482836051
2007,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0427907800303705
2007,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0428549341233696
2009,Performing research and development,,,Private Non-profit,,,,Percentage (%),,0.0430472543801874
2013,Performing research and development,,,Business Enterprise,,,Research and development services,Percentage (%),,0.0433379178712774
2015,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0438176349771395
2014,Performing research and development,,,Business Enterprise,,,Research and development services,Percentage (%),,0.0440419633120203
2001,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0440695756091107
2014,Performing research and development,,,Research councils,,,,Percentage (%),,0.0441497771756972
2002,Performing research and development,,,Business Enterprise,,,Precision instruments and optical products; Photographic equipment,Percentage (%),,0.0443105872318876
2016,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0443410601736339
2010,Funding research and development,,,Business Enterprise,Other UK Business,,,Percentage (%),,0.0446905954306044
2008,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0447697714503167
2013,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.044965896651416
2005,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.045083333392312
2009,Funding research and development,,,Business Enterprise,Other UK Business,,,Percentage (%),,0.0451155909269831
2001,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0451209372538609
2001,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0452961641946526
2017,Performing research and development,England,Yorkshire and The Humber,Business Enterprise,,,,Percentage (%),E12000003,0.0455240581057818
2013,Performing research and development,,,Research councils,,,,Percentage (%),,0.0456956802425127
2006,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0459822659038809
2004,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0462377599838544
2016,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.0463017192969579
2007,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0465758715173148
2005,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0466403715942443
2003,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0466713180311326
2012,Performing research and development,,,Research councils,,,,Percentage (%),,0.046998716888264
2004,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0470661237620668
2013,Performing research and development,,,Business Enterprise,,,Telecommunications,Percentage (%),,0.0471552474247059
2012,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.047174085234862
2011,Performing research and development,,,Business Enterprise,,,Research and development services,Percentage (%),,0.0474439065179323
2013,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0475482078199118
2004,Performing research and development,,,Business Enterprise,,,Telecommunications,Percentage (%),,0.0481204049343371
2007,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0481797238422912
2003,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0484057251201274
2002,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.048475116107065
2001,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0485378625992989
2008,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0488630076972028
2004,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0488734629145301
2014,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0491631218366738
2013,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0492323237993656
2006,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0496796703259766
2003,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0497459487798052
2015,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0498307949083699
2002,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0498910559246253
2003,Performing research and development,,,Business Enterprise,,,Telecommunications,Percentage (%),,0.0502189688949855
2006,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0502847001405013
2017,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.0503288360934922
2010,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.0503547238208342
2012,Performing research and development,,,Business Enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),,0.050506083820224
2015,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.050510543422335
2008,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.0505258849225003
2010,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0506036964973279
2006,Performing research and development,,,Business Enterprise,,,Motor vehicles and parts,Percentage (%),,0.0506880533501845
2002,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0507239616996608
2011,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0509582699637051
2005,Performing research and development,England,West Midlands,Business Enterprise,,,,Percentage (%),E12000005,0.0510283883451444
2016,Performing research and development,,,Business Enterprise,,,Chemicals and chemical products,Percentage (%),,0.0511279571389861
2012,Performing research and development,,,Business Enterprise,,,Telecommunications,Percentage (%),,0.0511491010910833
2016,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0513793236932584
2009,Performing research and development,England,South East,Government,,,,Percentage (%),E12000008,0.0515145071186326
2014,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0515889337694044
2015,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0517131754085811
2014,Performing research and development,,,Business Enterprise,,,Telecommunications,Percentage (%),,0.0517506545649198
2016,Performing research and development,,,Business Enterprise,,,Software development,Percentage (%),,0.0518317834909485
2017,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0520274949780363
2007,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0521572776082327
2003,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.0521898860415705
2005,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0523023286921799
2005,Performing research and development,,,Business Enterprise,,,Motor vehicles and parts,Percentage (%),,0.0526562010108008
2003,Performing research and development,England,London,Business Enterprise,,,,Percentage (%),E12000007,0.0527417428426143
2016,Performing research and development,,,Business Enterprise,,,Research and development services,Percentage (%),,0.0528372497080377
2015,Performing research and development,,,Business Enterprise,,,Research and development services,Percentage (%),,0.0534386908671081
2006,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0537804279577554
2016,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0540438091685447
2012,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0540719068677167
2014,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0543381872931658
2014,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.0544999080886812
2010,Performing research and development,England,London,Business Enterprise,,,,Percentage (%),E12000007,0.0545872593212257
2008,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0546191211693864
2009,Performing research and development,England,West Midlands,Business Enterprise,,,,Percentage (%),E12000005,0.0548109184900884
2015,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0549027645894946
2010,Performing research and development,England,West Midlands,Business Enterprise,,,,Percentage (%),E12000005,0.0551474478433364
2017,Performing research and development,,,Business Enterprise,,,Research and development services,Percentage (%),,0.0552306803031766
2011,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0552603355611166
2008,Funding research and development,,,Business Enterprise,Other UK Business,,,Percentage (%),,0.0553226461493199
2005,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0557702774146654
2013,Performing research and development,,,Business Enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),,0.0558003761192354
2013,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0559126505178656
2010,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0563300680566811
2008,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0564099120273991
2009,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.0564268064172726
2008,Performing research and development,England,West Midlands,Business Enterprise,,,,Percentage (%),E12000005,0.0566657392928294
2017,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0569778722987077
2004,Performing research and development,England,West Midlands,Business Enterprise,,,,Percentage (%),E12000005,0.0570817948986346
2004,Performing research and development,England,London,Business Enterprise,,,,Percentage (%),E12000007,0.0571571006966539
2015,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0572034518675306
2004,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.0573077122926925
2012,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0574039054530787
2004,Performing research and development,,,Business Enterprise,,,Consumer electronics and communication equipment,Percentage (%),,0.0574583238887311
2012,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.0582807471860687
2009,Performing research and development,Scotland,,Higher Education,,,,Percentage (%),S92000003,0.0584305074469811
2010,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0585085789760002
2013,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.0585510988856765
2009,Performing research and development,England,London,Business Enterprise,,,,Percentage (%),E12000007,0.0586244139982432
2011,Performing research and development,,,Business Enterprise,,,Machinery and equipment,Percentage (%),,0.0589564764264983
2011,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0592594387925131
2006,Performing research and development,England,London,Business Enterprise,,,,Percentage (%),E12000007,0.0592929218234254
2013,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0593370196760883
2002,Performing research and development,,,Research councils,,,,Percentage (%),,0.0593861817600298
2004,Performing research and development,,,Business Enterprise,,,Motor vehicles and parts,Percentage (%),,0.0594162746372331
2007,Performing research and development,,,Business Enterprise,,,Motor vehicles and parts,Percentage (%),,0.0598557687681195
2015,Performing research and development,,,Business Enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),,0.0599224459233912
2009,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0603049374425147
2002,Performing research and development,,,Business Enterprise,,,Telecommunications,Percentage (%),,0.0604689592675759
2017,Performing research and development,Scotland,,Business Enterprise,,,,Percentage (%),S92000003,0.0605207894007568
2014,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0609148329774577
2014,Performing research and development,,,Business Enterprise,,,Miscellaneous business activities; Technical testing and analysis,Percentage (%),,0.0612921815003269
2001,Performing research and development,England,London,Business Enterprise,,,,Percentage (%),E12000007,0.0613294292770924
2016,Performing research and development,England,South East,Higher Education,,,,Percentage (%),E12000008,0.0614339858641504
2006,Performing research and development,England,West Midlands,Business Enterprise,,,,Percentage (%),E12000005,0.0615113644766828
2008,Performing research and development,England,East Midlands,Business Enterprise,,,,Percentage (%),E12000004,0.062421852765013
