Year,Country,Region,Police Force Area,Monitored hate crime strand,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2015/16,England,East of England,,Race,"Rate per 1,000 population",Units,Undefined,E12000006,0.552789778112256
2015/16,England,London,City of London,Race,"Rate per 1,000 population",Units,Undefined,E23000034,9.93150684931506
2015/16,England,London,Metropolitan Police,Race,"Rate per 1,000 population",Units,Undefined,E23000001,1.53468807043731
2015/16,England,London,,Race,"Rate per 1,000 population",Units,Undefined,E12000007,1.5431684216436399
2015/16,England,South East,Hampshire,Race,"Rate per 1,000 population",Units,Undefined,E23000030,0.636729788563739
2015/16,England,South East,Kent,Race,"Rate per 1,000 population",Units,Undefined,E23000032,0.5301988495517729
2015/16,England,South East,Surrey,Race,"Rate per 1,000 population",Units,Undefined,E23000031,0.6348342629120749
2015/16,England,South East,Sussex,Race,"Rate per 1,000 population",Units,Undefined,E23000033,0.7054531831248391
2015/16,England,South East,Thames Valley,Race,"Rate per 1,000 population",Units,Undefined,E23000029,0.550758851572397
2015/16,England,South East,,Race,"Rate per 1,000 population",Units,Undefined,E12000008,0.605169048916769
2015/16,England,South West,Avon and Somerset,Race,"Rate per 1,000 population",Units,Undefined,E23000036,0.8580714903343771
2015/16,England,South West,Dorset,Race,"Rate per 1,000 population",Units,Undefined,E23000039,0.732683974203255
2015/16,England,South West,Gloucestershire,Race,"Rate per 1,000 population",Units,Undefined,E23000037,0.4990585940158329
2015/16,England,South West,Wiltshire,Race,"Rate per 1,000 population",Units,Undefined,E23000038,0.464931607737614
2015/16,England,South West,Devon and Cornwall,Race,"Rate per 1,000 population",Units,Undefined,E23000035,0.22197816246244603
2015/16,England,South West,,Race,"Rate per 1,000 population",Units,Undefined,E12000009,0.5309640699081359
2015/16,Wales,,Dyfed-Powys,Race,"Rate per 1,000 population",Units,Undefined,W15000004,0.170585281979409
2015/16,Wales,,Gwent,Race,"Rate per 1,000 population",Units,Undefined,W15000002,0.23891823324263603
2015/16,Wales,,North Wales,Race,"Rate per 1,000 population",Units,Undefined,W15000001,0.39598371714955
2015/16,Wales,,South Wales,Race,"Rate per 1,000 population",Units,Undefined,W15000003,0.9525973772584009
2015/16,Wales,,,Race,"Rate per 1,000 population",Units,Undefined,W92000004,0.563714591979699
