Year,Flow of Official Development Assistance (ODA),Aid category (DAC 5 code),Aid sub-category (DAC 5 code),Aid description (CRS code),Observation status,Unit multiplier,Unit measure,Value
2015,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Biofuel-fired power plants (23270),Undefined,Thousands,GBP (£),1208.11876051543
2015,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)","Energy generation, renewable sources - multiple technologies (23210)",Undefined,Thousands,GBP (£),65233.526559415
2015,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)","Energy generation, renewable sources (232)",Undefined,Thousands,GBP (£),284422.800209606
2015,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Geothermal energy (23260),Undefined,Thousands,GBP (£),20780.655567533202
2015,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Hydro-electric power plants (23220),Undefined,Thousands,GBP (£),19956.8840515523
2015,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Marine energy (23250),Undefined,Thousands,GBP (£),0.0
2015,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Solar energy (23230),Undefined,Thousands,GBP (£),171469.25276931
2015,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Wind energy (23240),Undefined,Thousands,GBP (£),5774.362501279711
2015,,"Energy Generation, Distribution and Efficiency (230)","Heating, cooling and energy distribution (236)",District heating and cooling (23620),Undefined,Thousands,GBP (£),2.78307433245185
2015,,"Energy Generation, Distribution and Efficiency (230)","Heating, cooling and energy distribution (236)",Electric power transmission and distribution (23630),Undefined,Thousands,GBP (£),95449.0047692711
2015,,"Energy Generation, Distribution and Efficiency (230)","Heating, cooling and energy distribution (236)",Gas distribution (23640),Undefined,Thousands,GBP (£),225.931891783032
2015,,"Energy Generation, Distribution and Efficiency (230)","Heating, cooling and energy distribution (236)",Heat plants (23610),Undefined,Thousands,GBP (£),0.0
2015,,"Energy Generation, Distribution and Efficiency (230)","Heating, cooling and energy distribution (236)","Heating, cooling and energy distribution (236)",Undefined,Thousands,GBP (£),95677.7197353866
2015,,"Energy Generation, Distribution and Efficiency (230)",Hybrid energy electric power plants (234),Hybrid energy electric power plants (234),Undefined,Thousands,GBP (£),0.0
2015,,"Energy Generation, Distribution and Efficiency (230)",Hybrid energy electric power plants (234),Hybrid energy electric power plants (23410),Undefined,Thousands,GBP (£),0.0
2015,,"Energy Generation, Distribution and Efficiency (230)",Nuclear energy electric power plants (235),Nuclear energy electric power plants (235),Undefined,Thousands,GBP (£),3621.6060040770703
2015,,"Energy Generation, Distribution and Efficiency (230)",Nuclear energy electric power plants (235),Nuclear energy electric power plants (23510),Undefined,Thousands,GBP (£),3621.6060040770703
2016,,"Energy Generation, Distribution and Efficiency (230)",,,Undefined,Thousands,GBP (£),492630.701334628
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, distribution and efficiency - general (231)",Energy conservation and demand-side efficiency (23183),Undefined,Thousands,GBP (£),705.114845163878
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, distribution and efficiency - general (231)",Energy education/training (23181),Undefined,Thousands,GBP (£),602.6578990202099
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, distribution and efficiency - general (231)","Energy generation, distribution and efficiency - general (231)",Undefined,Thousands,GBP (£),151440.566366938
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, distribution and efficiency - general (231)",Energy policy and administrative management (23110),Undefined,Thousands,GBP (£),138550.17663531902
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, distribution and efficiency - general (231)",Energy research (23182),Undefined,Thousands,GBP (£),11582.6169874352
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, non-renewable sources (233)",Coal-fired electric power plants (23320),Undefined,Thousands,GBP (£),41.6211076681069
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, non-renewable sources (233)","Energy generation, non-renewable sources (233)",Undefined,Thousands,GBP (£),14179.127174689
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, non-renewable sources (233)","Energy generation, non-renewable sources, unspecified (23310)",Undefined,Thousands,GBP (£),8409.51630363018
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, non-renewable sources (233)",Fossil fuel electric power plants with carbon capture and storage (CCS) (23350),Undefined,Thousands,GBP (£),328.895099743108
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, non-renewable sources (233)",Natural gas-fired electric power plants (23340),Undefined,Thousands,GBP (£),5282.001605786049
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, non-renewable sources (233)",Non-renewable waste-fired electric power plants (23360),Undefined,Thousands,GBP (£),1.0
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, non-renewable sources (233)",Oil-fired electric power plants (23330),Undefined,Thousands,GBP (£),117.093057861586
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Biofuel-fired power plants (23270),Undefined,Thousands,GBP (£),839.808561725905
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)","Energy generation, renewable sources - multiple technologies (23210)",Undefined,Thousands,GBP (£),121266.33195943199
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)","Energy generation, renewable sources (232)",Undefined,Thousands,GBP (£),177181.85148419102
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Geothermal energy (23260),Undefined,Thousands,GBP (£),11057.027070231201
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Hydro-electric power plants (23220),Undefined,Thousands,GBP (£),19084.647847735
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Marine energy (23250),Undefined,Thousands,GBP (£),1.0
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Solar energy (23230),Undefined,Thousands,GBP (£),16951.6185917937
2016,,"Energy Generation, Distribution and Efficiency (230)","Energy generation, renewable sources (232)",Wind energy (23240),Undefined,Thousands,GBP (£),7981.41745327282
2016,,"Energy Generation, Distribution and Efficiency (230)","Heating, cooling and energy distribution (236)",District heating and cooling (23620),Undefined,Thousands,GBP (£),0.0
2016,,"Energy Generation, Distribution and Efficiency (230)","Heating, cooling and energy distribution (236)",Electric power transmission and distribution (23630),Undefined,Thousands,GBP (£),118643.99525965401
2016,,"Energy Generation, Distribution and Efficiency (230)","Heating, cooling and energy distribution (236)",Gas distribution (23640),Undefined,Thousands,GBP (£),21513.8585007615
2016,,"Energy Generation, Distribution and Efficiency (230)","Heating, cooling and energy distribution (236)",Heat plants (23610),Undefined,Thousands,GBP (£),1.0
2016,,"Energy Generation, Distribution and Efficiency (230)","Heating, cooling and energy distribution (236)","Heating, cooling and energy distribution (236)",Undefined,Thousands,GBP (£),140158.853760415
2016,,"Energy Generation, Distribution and Efficiency (230)",Hybrid energy electric power plants (234),Hybrid energy electric power plants (234),Undefined,Thousands,GBP (£),1.0
2016,,"Energy Generation, Distribution and Efficiency (230)",Hybrid energy electric power plants (234),Hybrid energy electric power plants (23410),Undefined,Thousands,GBP (£),1.0
2016,,"Energy Generation, Distribution and Efficiency (230)",Nuclear energy electric power plants (235),Nuclear energy electric power plants (235),Undefined,Thousands,GBP (£),9669.302548393442
2016,,"Energy Generation, Distribution and Efficiency (230)",Nuclear energy electric power plants (235),Nuclear energy electric power plants (23510),Undefined,Thousands,GBP (£),9669.302548393442
2009,Bilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),1458.13
2009,Bilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),0.0
2009,Bilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),0.0
2009,Bilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),30250.58
2009,Bilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),0.0
2009,Bilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),90284.13
2009,Bilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),57716.82
2009,Bilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),858.6
2010,Bilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),0.0
2010,Bilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),0.0
2010,Bilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),0.0
2010,Bilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),46313.67104
2010,Bilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),0.0
2010,Bilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),111122.44197999999
2010,Bilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),64808.7709399999
2010,Bilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),20889.298534
2011,Bilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),1568.69562
2011,Bilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),44079.633160000005
2011,Bilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),87957.5987899999
2011,Bilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),17884.322475999998
2011,Bilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),3535.6490000000003
2012,Bilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),39897.960119999996
2012,Bilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),157639.094271
2012,Bilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),117741.134151
2012,Bilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),42569.70423
2013,Bilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),187397.05711
2013,Bilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),144827.35288
2013,Bilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),41097.15686
2014,Bilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),125093.59210999998
2014,Bilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),83996.43524999991
2014,Bilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),16368.22888
2015,Bilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),70.195
2015,Bilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),58.261
2015,Bilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),93012.0370699999
2015,Bilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),0.0
2015,Bilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),146605.69002
2015,Bilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),37096.968069999995
2015,Bilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),28485.37236
2016,Bilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),38867.18743
2016,Bilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),0.0
2016,Bilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),135031.64111
2016,Bilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),67645.78876
2016,Bilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),33.292559999999995
2010,Multilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),6028.25454575964
2010,Multilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),138.071236931296
2010,Multilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),12757.88311084
2010,Multilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),170342.289849296
2010,Multilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),141.303230820726
2010,Multilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),220869.67916222
2010,Multilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),26898.2513548741
2010,Multilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),4563.62583369733
2011,Multilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),6954.19178010193
2011,Multilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),0.0
2011,Multilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),37207.4737035363
2011,Multilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),219087.343928987
2011,Multilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),78.7692823167521
2011,Multilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),292763.086897258
2011,Multilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),23666.193216286698
2011,Multilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),5769.114986029879
2012,Multilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),4816.320323047629
2012,Multilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),44.998074326064604
2012,Multilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),46128.1659276218
2012,Multilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),202540.38886793802
2012,Multilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),0.0027581971135231397
2012,Multilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),289661.119576187
2012,Multilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),24794.8958459078
2012,Multilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),11336.3477791486
2013,Multilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),8845.37904989864
2013,Multilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),22.1456572940555
2013,Multilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),27658.9492843525
2013,Multilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),289491.229289429
2013,Multilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),50.3736954672157
2013,Multilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),384960.179914297
2013,Multilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),40727.929628409
2013,Multilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),18164.173309446498
2014,Multilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),11352.4187537509
2014,Multilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),4.99949429338617
2014,Multilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),24206.7644281266
2014,Multilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),316331.614015856
2014,Multilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),218.981526117896
2014,Multilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),404643.647007395
2014,Multilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),39499.6579570167
2014,Multilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),13029.2108322337
2015,Multilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),10427.6345862717
2015,Multilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),10.8967217934167
2015,Multilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),39696.8512037607
2015,Multilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),256562.54082868
2015,Multilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),111.882439074284
2015,Multilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),348091.862308509
2015,Multilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),28421.3313895207
2015,Multilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),12860.7251394073
2016,Multilateral,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),5974.61628621817
2016,Multilateral,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),16.961415867648803
2016,Multilateral,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),54422.038738464405
2016,Multilateral,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),240283.642910087
2016,Multilateral,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),229.39564025675702
2016,Multilateral,Transport and Storage (210),,,Undefined,Thousands,GBP (£),343744.827334392
2016,Multilateral,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),31096.1278602967
2016,Multilateral,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),11722.044483200902
2010,,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),6028.25454575964
2010,,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),138.071236931296
2010,,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),12757.88311084
2010,,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),216655.96088929602
2010,,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),141.303230820726
2010,,Transport and Storage (210),,,Undefined,Thousands,GBP (£),331992.12114222
2010,,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),91707.0222948741
2010,,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),4563.62583369733
2011,,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),27843.4903141019
2011,,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),0.0
2011,,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),38776.1693235363
2011,,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),263166.977088987
2011,,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),78.7692823167521
2011,,Transport and Storage (210),,,Undefined,Thousands,GBP (£),380720.68568725896
2011,,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),41550.5156922867
2011,,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),9304.763986029879
2012,,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),4816.320323047629
2012,,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),44.998074326064604
2012,,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),46128.1659276218
2012,,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),242438.34898793802
2012,,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),0.0027581971135231397
2012,,Transport and Storage (210),,,Undefined,Thousands,GBP (£),447300.21384718706
2012,,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),142536.029996907
2012,,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),11336.3477791486
2013,,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),8845.37904989864
2013,,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),22.1456572940555
2013,,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),27658.9492843525
2013,,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),332060.933519429
2013,,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),50.3736954672157
2013,,Transport and Storage (210),,,Undefined,Thousands,GBP (£),572357.237024297
2013,,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),185555.28250840897
2013,,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),18164.173309446498
2014,,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),11352.4187537509
2014,,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),4.99949429338617
2014,,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),24206.7644281266
2014,,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),357428.770875856
2014,,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),218.981526117896
2014,,Transport and Storage (210),,,Undefined,Thousands,GBP (£),529737.239117395
2014,,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),123496.09320701599
2014,,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),13029.2108322337
2015,,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),26795.863466271803
2015,,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),81.0917217934167
2015,,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),39755.1122037607
2015,,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),349574.57789868
2015,,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),111.882439074284
2015,,Transport and Storage (210),,,Undefined,Thousands,GBP (£),494697.552328509
2015,,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),65518.299459520706
2015,,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),12860.7251394073
2016,,Transport and Storage (210),,Air transport (21050),Undefined,Thousands,GBP (£),34459.9886462181
2016,,Transport and Storage (210),,Education and training in transport and storage (21081),Undefined,Thousands,GBP (£),16.961415867648803
2016,,Transport and Storage (210),,Rail transport (21030),Undefined,Thousands,GBP (£),54422.038738464405
2016,,Transport and Storage (210),,Road transport (21020),Undefined,Thousands,GBP (£),279150.830340087
2016,,Transport and Storage (210),,Storage (21061),Undefined,Thousands,GBP (£),229.39564025675702
2016,,Transport and Storage (210),,,Undefined,Thousands,GBP (£),478776.468444392
2016,,Transport and Storage (210),,Transport policy & administrative management (21010),Undefined,Thousands,GBP (£),98741.9166202967
2016,,Transport and Storage (210),,Water transport (21040),Undefined,Thousands,GBP (£),11755.337043200901
