Year,Cause of death,Country,Region,Sex,Observation status,GeoCode,Value
2013,,England,,,Undefined,E92000001,514.092429704933
2013,,England,,Female,Undefined,E92000001,585.618217607329
2013,,England,,Male,Undefined,E92000001,440.416069947991
2013,,England,East,,Undefined,E12000006,525.882491305297
2013,,England,East,Female,Undefined,E12000006,598.352793305329
2013,,England,East,Male,Undefined,E12000006,451.06877006078
2013,,England,East Midlands,,Undefined,E12000004,498.205936718495
2013,,England,East Midlands,Female,Undefined,E12000004,557.367201578993
2013,,England,East Midlands,Male,Undefined,E12000004,437.409056836721
2013,,England,London,,Undefined,E12000007,343.807543807544
2013,,England,London,Female,Undefined,E12000007,376.790460286474
2013,,England,London,Male,Undefined,E12000007,310.144510058092
2013,,England,North East,,Undefined,E12000001,532.827702443883
2013,,England,North East,Female,Undefined,E12000001,613.2712805885
2013,,England,North East,Male,Undefined,E12000001,448.998748435544
2013,,England,North West,,Undefined,E12000002,563.665798550011
2013,,England,North West,Female,Undefined,E12000002,644.866287931273
2013,,England,North West,Male,Undefined,E12000002,479.828326180258
2013,,England,South East,,Undefined,E12000008,560.433061911477
2013,,England,South East,Female,Undefined,E12000008,658.044883986307
2013,,England,South East,Male,Undefined,E12000008,459.549470373283
2013,,England,South West,,Undefined,E12000009,635.215798575599
2013,,England,South West,Female,Undefined,E12000009,723.028022359431
2013,,England,South West,Male,Undefined,E12000009,544.194501249716
2013,,England,West Midlands,,Undefined,E12000005,505.374449339207
2013,,England,West Midlands,Female,Undefined,E12000005,566.990561766447
2013,,England,West Midlands,Male,Undefined,E12000005,442.256937014052
2013,,England,Yorkshire and The Humber,,Undefined,E12000003,518.930665617565
2013,,England,Yorkshire and The Humber,Female,Undefined,E12000003,592.340928394697
2013,,England,Yorkshire and The Humber,Male,Undefined,E12000003,443.346007604563
2013,,Northern Ireland,,,Undefined,N92000002,449.800513745423
2013,,Northern Ireland,,Female,Undefined,N92000002,536.135535063264
2013,,Northern Ireland,,Male,Undefined,N92000002,360.049046928993
2013,,Scotland,,,Undefined,S92000003,450.475815079678
2013,,Scotland,,Female,Undefined,S92000003,510.762495439621
2013,,Scotland,,Male,Undefined,S92000003,386.592956276337
2013,,United Kingdom,,,Undefined,K02000001,517.364290538907
2013,,United Kingdom,,Female,Undefined,K02000001,591.048918416092
2013,,United Kingdom,,Male,Undefined,K02000001,441.252021691561
2013,,Wales,,,Undefined,W92000004,730.27511030366
2013,,Wales,,Female,Undefined,W92000004,858.856559469117
2013,,Wales,,Male,Undefined,W92000004,597.280887011616
2013,Acute respiratory infections,England,,,Undefined,E92000001,486.449658224699
2013,Acute respiratory infections,England,,Female,Undefined,E92000001,551.884617917591
2013,Acute respiratory infections,England,,Male,Undefined,E92000001,419.047260119092
2013,Acute respiratory infections,England,East,,Undefined,E12000006,500.344427829769
2013,Acute respiratory infections,England,East,Female,Undefined,E12000006,567.260940032415
2013,Acute respiratory infections,England,East,Male,Undefined,E12000006,431.264085228437
2013,Acute respiratory infections,England,East Midlands,,Undefined,E12000004,467.978688702838
2013,Acute respiratory infections,England,East Midlands,Female,Undefined,E12000004,523.47035098258
2013,Acute respiratory infections,England,East Midlands,Male,Undefined,E12000004,410.952863882887
2013,Acute respiratory infections,England,London,,Undefined,E12000007,327.413127413127
2013,Acute respiratory infections,England,London,Female,Undefined,E12000007,355.152056824329
2013,Acute respiratory infections,England,London,Male,Undefined,E12000007,299.102213260358
2013,Acute respiratory infections,England,North East,,Undefined,E12000001,495.671493143339
2013,Acute respiratory infections,England,North East,Female,Undefined,E12000001,571.235550217685
2013,Acute respiratory infections,England,North East,Male,Undefined,E12000001,416.927409261577
2013,Acute respiratory infections,England,North West,,Undefined,E12000002,530.442739494615
2013,Acute respiratory infections,England,North West,Female,Undefined,E12000002,602.743522239158
2013,Acute respiratory infections,England,North West,Male,Undefined,E12000002,455.793991416309
2013,Acute respiratory infections,England,South East,,Undefined,E12000008,535.18628030751
2013,Acute respiratory infections,England,South East,Female,Undefined,E12000008,626.048821963171
2013,Acute respiratory infections,England,South East,Male,Undefined,E12000008,441.278505018733
2013,Acute respiratory infections,England,South West,,Undefined,E12000009,603.789724231549
2013,Acute respiratory infections,England,South West,Female,Undefined,E12000009,685.031602791275
2013,Acute respiratory infections,England,South West,Male,Undefined,E12000009,519.578883587064
2013,Acute respiratory infections,England,West Midlands,,Undefined,E12000005,476.828193832599
2013,Acute respiratory infections,England,West Midlands,Female,Undefined,E12000005,532.511405983352
2013,Acute respiratory infections,England,West Midlands,Male,Undefined,E12000005,419.787431343177
2013,Acute respiratory infections,England,Yorkshire and The Humber,,Undefined,E12000003,486.333576874801
2013,Acute respiratory infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,554.304073267107
2013,Acute respiratory infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,416.349809885932
2013,Acute respiratory infections,Northern Ireland,,,Undefined,N92000002,409.903262829972
2013,Acute respiratory infections,Northern Ireland,,Female,Undefined,N92000002,480.377439416685
2013,Acute respiratory infections,Northern Ireland,,Male,Undefined,N92000002,336.640285363951
2013,Acute respiratory infections,Scotland,,,Undefined,S92000003,422.508774893481
2013,Acute respiratory infections,Scotland,,Female,Undefined,S92000003,475.738781466618
2013,Acute respiratory infections,Scotland,,Male,Undefined,S92000003,366.103529593691
2013,Acute respiratory infections,United Kingdom,,,Undefined,K02000001,488.287312984649
2013,Acute respiratory infections,United Kingdom,,Female,Undefined,K02000001,555.282660886758
2013,Acute respiratory infections,United Kingdom,,Male,Undefined,K02000001,419.084768337932
2013,Acute respiratory infections,Wales,,,Undefined,W92000004,680.638463534908
2013,Acute respiratory infections,Wales,,Female,Undefined,W92000004,798.238897396631
2013,Acute respiratory infections,Wales,,Male,Undefined,W92000004,559.002111932418
2013,Diarrhoea,England,,,Undefined,E92000001,26.3989395868993
2013,Diarrhoea,England,,Female,Undefined,E92000001,32.3066903753137
2013,Diarrhoea,England,,Male,Undefined,E92000001,20.313559960805
2013,Diarrhoea,England,East,,Undefined,E12000006,24.6979955980443
2013,Diarrhoea,England,East,Female,Undefined,E12000006,30.7610888763933
2013,Diarrhoea,England,East,Male,Undefined,E12000006,18.4388444990781
2013,Diarrhoea,England,East Midlands,,Undefined,E12000004,29.3573991518974
2013,Diarrhoea,England,East Midlands,Female,Undefined,E12000004,33.4677765382305
2013,Diarrhoea,England,East Midlands,Male,Undefined,E12000004,25.1333833061422
2013,Diarrhoea,England,London,,Undefined,E12000007,15.8004158004158
2013,Diarrhoea,England,London,Female,Undefined,E12000007,20.9328033492485
2013,Diarrhoea,England,London,Male,Undefined,E12000007,10.5621969369629
2013,Diarrhoea,England,North East,,Undefined,E12000001,35.6239944840267
2013,Diarrhoea,England,North East,Female,Undefined,E12000001,40.5344542861432
2013,Diarrhoea,England,North East,Male,Undefined,E12000001,30.5068836045056
2013,Diarrhoea,England,North West,,Undefined,E12000002,32.378405011614
2013,Diarrhoea,England,North West,Female,Undefined,E12000002,41.2913953166136
2013,Diarrhoea,England,North West,Male,Undefined,E12000002,23.1759656652361
2013,Diarrhoea,England,South East,,Undefined,E12000008,23.4271937406177
2013,Diarrhoea,England,South East,Female,Undefined,E12000008,29.5348264828944
2013,Diarrhoea,England,South East,Male,Undefined,E12000008,17.114575142236
2013,Diarrhoea,England,South West,,Undefined,E12000009,29.7524964204028
2013,Diarrhoea,England,South West,Female,Undefined,E12000009,35.4389682510686
2013,Diarrhoea,England,South West,Male,Undefined,E12000009,23.8582140422631
2013,Diarrhoea,England,West Midlands,,Undefined,E12000005,26.079295154185
2013,Diarrhoea,England,West Midlands,Female,Undefined,E12000005,31.3446870755407
2013,Diarrhoea,England,West Midlands,Male,Undefined,E12000005,20.6862115700121
2013,Diarrhoea,England,Yorkshire and The Humber,,Undefined,E12000003,31.8477303808614
2013,Diarrhoea,England,Yorkshire and The Humber,Female,Undefined,E12000003,37.2982754163743
2013,Diarrhoea,England,Yorkshire and The Humber,Male,Undefined,E12000003,26.2357414448669
2013,Diarrhoea,Northern Ireland,,,Undefined,N92000002,37.1645624965841
2013,Diarrhoea,Northern Ireland,,Female,Undefined,N92000002,50.3967402959468
2013,Diarrhoea,Northern Ireland,,Male,Undefined,N92000002,23.4087615650429
2013,Diarrhoea,Scotland,,,Undefined,S92000003,26.2777558796479
2013,Diarrhoea,Scotland,,Female,Undefined,S92000003,33.1995622035753
2013,Diarrhoea,Scotland,,Male,Undefined,S92000003,18.9430548575405
2013,Diarrhoea,United Kingdom,,,Undefined,K02000001,27.7354431821195
2013,Diarrhoea,United Kingdom,,Female,Undefined,K02000001,34.1698237168663
2013,Diarrhoea,United Kingdom,,Male,Undefined,K02000001,21.0890178543114
2013,Diarrhoea,Wales,,,Undefined,W92000004,48.0145341292499
2013,Diarrhoea,Wales,,Female,Undefined,W92000004,58.7034201123022
2013,Diarrhoea,Wales,,Male,Undefined,W92000004,36.9588173178458
2013,Intestinal nematode infections,England,,,Undefined,E92000001,0.0
2013,Intestinal nematode infections,England,,Female,Undefined,E92000001,0.0
2013,Intestinal nematode infections,England,,Male,Undefined,E92000001,0.0
2013,Intestinal nematode infections,England,East,,Undefined,E12000006,0.0
2013,Intestinal nematode infections,England,East,Female,Undefined,E12000006,0.0
2013,Intestinal nematode infections,England,East,Male,Undefined,E12000006,0.0
2013,Intestinal nematode infections,England,East Midlands,,Undefined,E12000004,0.0
2013,Intestinal nematode infections,England,East Midlands,Female,Undefined,E12000004,0.0
2013,Intestinal nematode infections,England,East Midlands,Male,Undefined,E12000004,0.0
2013,Intestinal nematode infections,England,London,,Undefined,E12000007,0.0
2013,Intestinal nematode infections,England,London,Female,Undefined,E12000007,0.0
2013,Intestinal nematode infections,England,London,Male,Undefined,E12000007,0.0
2013,Intestinal nematode infections,England,North East,,Undefined,E12000001,0.0
2013,Intestinal nematode infections,England,North East,Female,Undefined,E12000001,0.0
2013,Intestinal nematode infections,England,North East,Male,Undefined,E12000001,0.0
2013,Intestinal nematode infections,England,North West,,Undefined,E12000002,0.0
2013,Intestinal nematode infections,England,North West,Female,Undefined,E12000002,0.0
2013,Intestinal nematode infections,England,North West,Male,Undefined,E12000002,0.0
2013,Intestinal nematode infections,England,South East,,Undefined,E12000008,0.0
2013,Intestinal nematode infections,England,South East,Female,Undefined,E12000008,0.0
2013,Intestinal nematode infections,England,South East,Male,Undefined,E12000008,0.0
2013,Intestinal nematode infections,England,South West,,Undefined,E12000009,0.0
2013,Intestinal nematode infections,England,South West,Female,Undefined,E12000009,0.0
2013,Intestinal nematode infections,England,South West,Male,Undefined,E12000009,0.0
2013,Intestinal nematode infections,England,West Midlands,,Undefined,E12000005,0.0
2013,Intestinal nematode infections,England,West Midlands,Female,Undefined,E12000005,0.0
2013,Intestinal nematode infections,England,West Midlands,Male,Undefined,E12000005,0.0
2013,Intestinal nematode infections,England,Yorkshire and The Humber,,Undefined,E12000003,0.0
2013,Intestinal nematode infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,0.0
2013,Intestinal nematode infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,0.0
2013,Intestinal nematode infections,Northern Ireland,,,Undefined,N92000002,0.0
2013,Intestinal nematode infections,Northern Ireland,,Female,Undefined,N92000002,0.0
2013,Intestinal nematode infections,Northern Ireland,,Male,Undefined,N92000002,0.0
2013,Intestinal nematode infections,Scotland,,,Undefined,S92000003,0.0
2013,Intestinal nematode infections,Scotland,,Female,Undefined,S92000003,0.0
2013,Intestinal nematode infections,Scotland,,Male,Undefined,S92000003,0.0
2013,Intestinal nematode infections,United Kingdom,,,Undefined,K02000001,0.0
2013,Intestinal nematode infections,United Kingdom,,Female,Undefined,K02000001,0.0
2013,Intestinal nematode infections,United Kingdom,,Male,Undefined,K02000001,0.0
2013,Intestinal nematode infections,Wales,,,Undefined,W92000004,0.0
2013,Intestinal nematode infections,Wales,,Female,Undefined,W92000004,0.0
2013,Intestinal nematode infections,Wales,,Male,Undefined,W92000004,0.0
2013,Protein-energy malnutrition,England,,,Undefined,E92000001,1.24383189333492
2013,Protein-energy malnutrition,England,,Female,Undefined,E92000001,1.42690931442496
2013,Protein-energy malnutrition,England,,Male,Undefined,E92000001,1.05524986809377
2013,Protein-energy malnutrition,England,East,,Undefined,E12000006,0.840067877484501
2013,Protein-energy malnutrition,England,East,Female,Undefined,E12000006,0.330764396520359
2013,Protein-energy malnutrition,England,East,Male,Undefined,E12000006,1.36584033326504
2013,Protein-energy malnutrition,England,East Midlands,,Undefined,E12000004,0.869848863759922
2013,Protein-energy malnutrition,England,East Midlands,Female,Undefined,E12000004,0.429074058182442
2013,Protein-energy malnutrition,England,East Midlands,Male,Undefined,E12000004,1.3228096476917
2013,Protein-energy malnutrition,England,London,,Undefined,E12000007,0.594000594000594
2013,Protein-energy malnutrition,England,London,Female,Undefined,E12000007,0.705600112896018
2013,Protein-energy malnutrition,England,London,Male,Undefined,E12000007,0.48009986077104
2013,Protein-energy malnutrition,England,North East,,Undefined,E12000001,1.53221481651728
2013,Protein-energy malnutrition,England,North East,Female,Undefined,E12000001,1.50127608467197
2013,Protein-energy malnutrition,England,North East,Male,Undefined,E12000001,1.56445556946183
2013,Protein-energy malnutrition,England,North West,,Undefined,E12000002,0.844654043781235
2013,Protein-energy malnutrition,England,North West,Female,Undefined,E12000002,0.831370375502286
2013,Protein-energy malnutrition,England,North West,Male,Undefined,E12000002,0.858369098712446
2013,Protein-energy malnutrition,England,South East,,Undefined,E12000008,1.81958786334895
2013,Protein-energy malnutrition,England,South East,Female,Undefined,E12000008,2.4612355402412
2013,Protein-energy malnutrition,England,South East,Male,Undefined,E12000008,1.15639021231324
2013,Protein-energy malnutrition,England,South West,,Undefined,E12000009,1.67357792364766
2013,Protein-energy malnutrition,England,South West,Female,Undefined,E12000009,2.55745131708743
2013,Protein-energy malnutrition,England,South West,Male,Undefined,E12000009,0.757403620389306
2013,Protein-energy malnutrition,England,West Midlands,,Undefined,E12000005,2.46696035242291
2013,Protein-energy malnutrition,England,West Midlands,Female,Undefined,E12000005,3.13446870755407
2013,Protein-energy malnutrition,England,West Midlands,Male,Undefined,E12000005,1.78329410086311
2013,Protein-energy malnutrition,England,Yorkshire and The Humber,,Undefined,E12000003,0.749358361902621
2013,Protein-energy malnutrition,England,Yorkshire and The Humber,Female,Undefined,E12000003,0.738579711215333
2013,Protein-energy malnutrition,England,Yorkshire and The Humber,Male,Undefined,E12000003,0.760456273764259
2013,Protein-energy malnutrition,Northern Ireland,,,Undefined,N92000002,2.73268841886648
2013,Protein-energy malnutrition,Northern Ireland,,Female,Undefined,N92000002,5.36135535063264
2013,Protein-energy malnutrition,Northern Ireland,,Male,Undefined,N92000002,0.0
2013,Protein-energy malnutrition,Scotland,,,Undefined,S92000003,1.68928430654879
2013,Protein-energy malnutrition,Scotland,,Female,Undefined,S92000003,1.82415176942722
2013,Protein-energy malnutrition,Scotland,,Male,Undefined,S92000003,1.54637182510535
2013,Protein-energy malnutrition,United Kingdom,,,Undefined,K02000001,1.34153437213852
2013,Protein-energy malnutrition,United Kingdom,,Female,Undefined,K02000001,1.59643381246815
2013,Protein-energy malnutrition,United Kingdom,,Male,Undefined,K02000001,1.07823549931817
2013,Protein-energy malnutrition,Wales,,,Undefined,W92000004,1.62211263950169
2013,Protein-energy malnutrition,Wales,,Female,Undefined,W92000004,1.91424196018377
2013,Protein-energy malnutrition,Wales,,Male,Undefined,W92000004,1.31995776135164
2014,,England,,,Undefined,E92000001,523.780943578943
2014,,England,,Female,Undefined,E92000001,590.558899772722
2014,,England,,Male,Undefined,E92000001,455.081947619261
2014,,England,East,,Undefined,E12000006,544.928788659366
2014,,England,East,Female,Undefined,E12000006,609.800006546431
2014,,England,East,Male,Undefined,E12000006,478.039228925425
2014,,England,East Midlands,,Undefined,E12000004,522.27541294691
2014,,England,East Midlands,Female,Undefined,E12000004,598.90180053633
2014,,England,East Midlands,Male,Undefined,E12000004,443.599493029151
2014,,England,London,,Undefined,E12000007,360.212661311099
2014,,England,London,Female,Undefined,E12000007,417.876472091241
2014,,England,London,Male,Undefined,E12000007,301.584677514583
2014,,England,North East,,Undefined,E12000001,561.347233360064
2014,,England,North East,Female,Undefined,E12000001,640.161725067385
2014,,England,North East,Male,Undefined,E12000001,479.307926116437
2014,,England,North West,,Undefined,E12000002,581.943081452404
2014,,England,North West,Female,Undefined,E12000002,637.25219504114
2014,,England,North West,Male,Undefined,E12000002,524.891774891775
2014,,England,South East,,Undefined,E12000008,567.275185936444
2014,,England,South East,Female,Undefined,E12000008,640.024838108755
2014,,England,South East,Male,Undefined,E12000008,492.118768328446
2014,,England,South West,,Undefined,E12000009,589.862260985009
2014,,England,South West,Female,Undefined,E12000009,661.327728656327
2014,,England,South West,Male,Undefined,E12000009,515.823854037617
2014,,England,West Midlands,,Undefined,E12000005,515.104841250394
2014,,England,West Midlands,Female,Undefined,E12000005,573.554863274489
2014,,England,West Midlands,Male,Undefined,E12000005,455.317943634046
2014,,England,Yorkshire and The Humber,,Undefined,E12000003,536.557153784444
2014,,England,Yorkshire and The Humber,Female,Undefined,E12000003,612.792878949498
2014,,England,Yorkshire and The Humber,Male,Undefined,E12000003,458.090406602559
2014,,Northern Ireland,,,Undefined,N92000002,444.987775061125
2014,,Northern Ireland,,Female,Undefined,N92000002,510.769886969503
2014,,Northern Ireland,,Male,Undefined,N92000002,376.647834274953
2014,,Scotland,,,Undefined,S92000003,394.382526740968
2014,,Scotland,,Female,Undefined,S92000003,423.830467812875
2014,,Scotland,,Male,Undefined,S92000003,363.1812054689
2014,,United Kingdom,,,Undefined,K02000001,519.576821142843
2014,,United Kingdom,,Female,Undefined,K02000001,584.214858397098
2014,,United Kingdom,,Male,Undefined,K02000001,452.887040869603
2014,,Wales,,,Undefined,W92000004,706.662354463131
2014,,Wales,,Female,Undefined,W92000004,797.733494620233
2014,,Wales,,Male,Undefined,W92000004,612.633931505949
2014,Acute respiratory infections,England,,,Undefined,E92000001,500.767721101836
2014,Acute respiratory infections,England,,Female,Undefined,E92000001,561.368603730839
2014,Acute respiratory infections,England,,Male,Undefined,E92000001,438.423498124991
2014,Acute respiratory infections,England,East,,Undefined,E12000006,523.656789590015
2014,Acute respiratory infections,England,East,Female,Undefined,E12000006,584.59624889529
2014,Acute respiratory infections,England,East,Male,Undefined,E12000006,460.821714324297
2014,Acute respiratory infections,England,East Midlands,,Undefined,E12000004,501.142881787208
2014,Acute respiratory infections,England,East Midlands,Female,Undefined,E12000004,572.510960711701
2014,Acute respiratory infections,England,East Midlands,Male,Undefined,E12000004,427.86591495127
2014,Acute respiratory infections,England,London,,Undefined,E12000007,344.052275335504
2014,Acute respiratory infections,England,London,Female,Undefined,E12000007,395.112773222457
2014,Acute respiratory infections,England,London,Male,Undefined,E12000007,292.138015728692
2014,Acute respiratory infections,England,North East,,Undefined,E12000001,533.852674991408
2014,Acute respiratory infections,England,North East,Female,Undefined,E12000001,604.971548367775
2014,Acute respiratory infections,England,North East,Male,Undefined,E12000001,459.823864079183
2014,Acute respiratory infections,England,North West,,Undefined,E12000002,554.32496845647
2014,Acute respiratory infections,England,North West,Female,Undefined,E12000002,602.186757965653
2014,Acute respiratory infections,England,North West,Male,Undefined,E12000002,504.955570745044
2014,Acute respiratory infections,England,South East,,Undefined,E12000008,545.526256479603
2014,Acute respiratory infections,England,South East,Female,Undefined,E12000008,614.743191696975
2014,Acute respiratory infections,England,South East,Male,Undefined,E12000008,474.019428152493
2014,Acute respiratory infections,England,South West,,Undefined,E12000009,564.047720022864
2014,Acute respiratory infections,England,South West,Female,Undefined,E12000009,626.177706914046
2014,Acute respiratory infections,England,South West,Male,Undefined,E12000009,499.680894995683
2014,Acute respiratory infections,England,West Midlands,,Undefined,E12000005,486.050337802359
2014,Acute respiratory infections,England,West Midlands,Female,Undefined,E12000005,537.902388369678
2014,Acute respiratory infections,England,West Midlands,Male,Undefined,E12000005,433.012321200963
2014,Acute respiratory infections,England,Yorkshire and The Humber,,Undefined,E12000003,514.542639129867
2014,Acute respiratory infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,583.734873285026
2014,Acute respiratory infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,443.325509199667
2014,Acute respiratory infections,Northern Ireland,,,Undefined,N92000002,418.907905460473
2014,Acute respiratory infections,Northern Ireland,,Female,Undefined,N92000002,479.846449136276
2014,Acute respiratory infections,Northern Ireland,,Male,Undefined,N92000002,355.59986706547
2014,Acute respiratory infections,Scotland,,,Undefined,S92000003,367.641558830129
2014,Acute respiratory infections,Scotland,,Female,Undefined,S92000003,391.479771727673
2014,Acute respiratory infections,Scotland,,Male,Undefined,S92000003,342.383978432505
2014,Acute respiratory infections,United Kingdom,,,Undefined,K02000001,495.860476060734
2014,Acute respiratory infections,United Kingdom,,Female,Undefined,K02000001,554.248087065208
2014,Acute respiratory infections,United Kingdom,,Male,Undefined,K02000001,435.619523303286
2014,Acute respiratory infections,Wales,,,Undefined,W92000004,677.231565329884
2014,Acute respiratory infections,Wales,,Female,Undefined,W92000004,758.897306933215
2014,Acute respiratory infections,Wales,,Male,Undefined,W92000004,592.913955169921
2014,Diarrhoea,England,,,Undefined,E92000001,21.6692502844434
2014,Diarrhoea,England,,Female,Undefined,E92000001,27.3749791238554
2014,Diarrhoea,England,,Male,Undefined,E92000001,15.7993814710233
2014,Diarrhoea,England,East,,Undefined,E12000006,20.2748741129743
2014,Diarrhoea,England,East,Female,Undefined,E12000006,24.22179306733
2014,Diarrhoea,England,East,Male,Undefined,E12000006,16.2047196245907
2014,Diarrhoea,England,East Midlands,,Undefined,E12000004,20.2699788674688
2014,Diarrhoea,England,East Midlands,Female,Undefined,E12000004,25.1138637040821
2014,Diarrhoea,England,East Midlands,Male,Undefined,E12000004,15.2965342423845
2014,Diarrhoea,England,London,,Undefined,E12000007,15.2235520059957
2014,Diarrhoea,England,London,Female,Undefined,E12000007,21.1377203781561
2014,Diarrhoea,England,London,Male,Undefined,E12000007,9.21049524124412
2014,Diarrhoea,England,North East,,Undefined,E12000001,26.7308206361935
2014,Diarrhoea,England,North East,Female,Undefined,E12000001,34.4414495357892
2014,Diarrhoea,England,North East,Male,Undefined,E12000001,18.7046995557634
2014,Diarrhoea,England,North West,,Undefined,E12000002,25.7955979251367
2014,Diarrhoea,England,North West,Female,Undefined,E12000002,32.5804848417914
2014,Diarrhoea,England,North West,Male,Undefined,E12000002,18.796992481203
2014,Diarrhoea,England,South East,,Undefined,E12000008,20.8474194275411
2014,Diarrhoea,England,South East,Female,Undefined,E12000008,24.6163399272598
2014,Diarrhoea,England,South East,Male,Undefined,E12000008,16.9538123167155
2014,Diarrhoea,England,South West,,Undefined,E12000009,24.1550347574355
2014,Diarrhoea,England,South West,Female,Undefined,E12000009,32.9757935932744
2014,Diarrhoea,England,South West,Male,Undefined,E12000009,15.0167060855201
2014,Diarrhoea,England,West Midlands,,Undefined,E12000005,26.6041236391641
2014,Diarrhoea,England,West Midlands,Female,Undefined,E12000005,32.1910695742471
2014,Diarrhoea,England,West Midlands,Male,Undefined,E12000005,20.8893924373318
2014,Diarrhoea,England,Yorkshire and The Humber,,Undefined,E12000003,20.335441502957
2014,Diarrhoea,England,Yorkshire and The Humber,Female,Undefined,E12000003,26.1154228123736
2014,Diarrhoea,England,Yorkshire and The Humber,Male,Undefined,E12000003,14.3863102899977
2014,Diarrhoea,Northern Ireland,,,Undefined,N92000002,24.9932083672915
2014,Diarrhoea,Northern Ireland,,Female,Undefined,N92000002,29.8571123907016
2014,Diarrhoea,Northern Ireland,,Male,Undefined,N92000002,19.9401794616152
2014,Diarrhoea,Scotland,,,Undefined,S92000003,24.6839703792355
2014,Diarrhoea,Scotland,,Female,Undefined,S92000003,29.806259314456
2014,Diarrhoea,Scotland,,Male,Undefined,S92000003,19.2566917003659
2014,Diarrhoea,United Kingdom,,,Undefined,K02000001,22.2302033537265
2014,Diarrhoea,United Kingdom,,Female,Undefined,K02000001,28.015730268573
2014,Diarrhoea,United Kingdom,,Male,Undefined,K02000001,16.2610320251118
2014,Diarrhoea,Wales,,,Undefined,W92000004,26.1966364812419
2014,Diarrhoea,Wales,,Female,Undefined,W92000004,35.0162347997708
2014,Diarrhoea,Wales,,Male,Undefined,W92000004,17.0906461578913
2014,Intestinal nematode infections,England,,,Undefined,E92000001,0.0
2014,Intestinal nematode infections,England,,Female,Undefined,E92000001,0.0
2014,Intestinal nematode infections,England,,Male,Undefined,E92000001,0.0
2014,Intestinal nematode infections,England,East,,Undefined,E12000006,0.0
2014,Intestinal nematode infections,England,East,Female,Undefined,E12000006,0.0
2014,Intestinal nematode infections,England,East,Male,Undefined,E12000006,0.0
2014,Intestinal nematode infections,England,East Midlands,,Undefined,E12000004,0.0
2014,Intestinal nematode infections,England,East Midlands,Female,Undefined,E12000004,0.0
2014,Intestinal nematode infections,England,East Midlands,Male,Undefined,E12000004,0.0
2014,Intestinal nematode infections,England,London,,Undefined,E12000007,0.0
2014,Intestinal nematode infections,England,London,Female,Undefined,E12000007,0.0
2014,Intestinal nematode infections,England,London,Male,Undefined,E12000007,0.0
2014,Intestinal nematode infections,England,North East,,Undefined,E12000001,0.0
2014,Intestinal nematode infections,England,North East,Female,Undefined,E12000001,0.0
2014,Intestinal nematode infections,England,North East,Male,Undefined,E12000001,0.0
2014,Intestinal nematode infections,England,North West,,Undefined,E12000002,0.0
2014,Intestinal nematode infections,England,North West,Female,Undefined,E12000002,0.0
2014,Intestinal nematode infections,England,North West,Male,Undefined,E12000002,0.0
2014,Intestinal nematode infections,England,South East,,Undefined,E12000008,0.0
2014,Intestinal nematode infections,England,South East,Female,Undefined,E12000008,0.0
2014,Intestinal nematode infections,England,South East,Male,Undefined,E12000008,0.0
2014,Intestinal nematode infections,England,South West,,Undefined,E12000009,0.0
2014,Intestinal nematode infections,England,South West,Female,Undefined,E12000009,0.0
2014,Intestinal nematode infections,England,South West,Male,Undefined,E12000009,0.0
2014,Intestinal nematode infections,England,West Midlands,,Undefined,E12000005,0.0
2014,Intestinal nematode infections,England,West Midlands,Female,Undefined,E12000005,0.0
2014,Intestinal nematode infections,England,West Midlands,Male,Undefined,E12000005,0.0
2014,Intestinal nematode infections,England,Yorkshire and The Humber,,Undefined,E12000003,0.0
2014,Intestinal nematode infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,0.0
2014,Intestinal nematode infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,0.0
2014,Intestinal nematode infections,Northern Ireland,,,Undefined,N92000002,0.0
2014,Intestinal nematode infections,Northern Ireland,,Female,Undefined,N92000002,0.0
2014,Intestinal nematode infections,Northern Ireland,,Male,Undefined,N92000002,0.0
2014,Intestinal nematode infections,Scotland,,,Undefined,S92000003,0.0
2014,Intestinal nematode infections,Scotland,,Female,Undefined,S92000003,0.0
2014,Intestinal nematode infections,Scotland,,Male,Undefined,S92000003,0.0
2014,Intestinal nematode infections,United Kingdom,,,Undefined,K02000001,0.0
2014,Intestinal nematode infections,United Kingdom,,Female,Undefined,K02000001,0.0
2014,Intestinal nematode infections,United Kingdom,,Male,Undefined,K02000001,0.0
2014,Intestinal nematode infections,Wales,,,Undefined,W92000004,0.0
2014,Intestinal nematode infections,Wales,,Female,Undefined,W92000004,0.0
2014,Intestinal nematode infections,Wales,,Male,Undefined,W92000004,0.0
2014,Protein-energy malnutrition,England,,,Undefined,E92000001,1.34397219266302
2014,Protein-energy malnutrition,England,,Female,Undefined,E92000001,1.81531691802755
2014,Protein-energy malnutrition,England,,Male,Undefined,E92000001,0.859068023247128
2014,Protein-energy malnutrition,England,East,,Undefined,E12000006,0.997124956375783
2014,Protein-energy malnutrition,England,East,Female,Undefined,E12000006,0.981964583810677
2014,Protein-energy malnutrition,England,East,Male,Undefined,E12000006,1.01279497653692
