Year,Cause of death,Country,Region,Sex,Observation status,GeoCode,Value
2019,Acute respiratory infections,United Kingdom,,,Undefined,K02000001,503.601968956597
2019,Acute respiratory infections,United Kingdom,,Female,Undefined,K02000001,543.340055472432
2019,Acute respiratory infections,United Kingdom,,Male,Undefined,K02000001,462.851216864474
2019,Acute respiratory infections,Wales,,,Undefined,W92000004,704.113673126328
2019,Acute respiratory infections,Wales,,Female,Undefined,W92000004,757.101739456889
2019,Acute respiratory infections,Wales,,Male,Undefined,W92000004,649.643017945584
2019,Diarrhoea,England,,,Undefined,E92000001,17.8016238207757
2019,Diarrhoea,England,,Female,Undefined,E92000001,21.0126110804628
2019,Diarrhoea,England,,Male,Undefined,E92000001,14.5178562444749
2019,Diarrhoea,England,East,,Undefined,E12000006,18.2806561793429
2019,Diarrhoea,England,East,Female,Undefined,E12000006,21.8105955240865
2019,Diarrhoea,England,East,Male,Undefined,E12000006,14.6460537021969
2019,Diarrhoea,England,East Midlands,,Undefined,E12000004,17.5768729709051
2019,Diarrhoea,England,East Midlands,Female,Undefined,E12000004,21.2765957446809
2019,Diarrhoea,England,East Midlands,Male,Undefined,E12000004,13.7959866220736
2019,Diarrhoea,England,London,,Undefined,E12000007,11.1582236108012
2019,Diarrhoea,England,London,Female,Undefined,E12000007,12.0369132004815
2019,Diarrhoea,England,London,Male,Undefined,E12000007,10.2774922918808
2019,Diarrhoea,England,North East,,Undefined,E12000001,23.9709352410203
2019,Diarrhoea,England,North East,Female,Undefined,E12000001,27.9864486669613
2019,Diarrhoea,England,North East,Male,Undefined,E12000001,19.8155628381983
2019,Diarrhoea,England,North West,,Undefined,E12000002,20.9774968669972
2019,Diarrhoea,England,North West,Female,Undefined,E12000002,25.8377069035123
2019,Diarrhoea,England,North West,Male,Undefined,E12000002,15.9969109413355
2019,Diarrhoea,England,South East,,Undefined,E12000008,18.5183167939347
2019,Diarrhoea,England,South East,Female,Undefined,E12000008,21.0472058760363
2019,Diarrhoea,England,South East,Male,Undefined,E12000008,15.9154711642609
2019,Diarrhoea,England,South West,,Undefined,E12000009,18.3120877557914
2019,Diarrhoea,England,South West,Female,Undefined,E12000009,20.2967525195969
2019,Diarrhoea,England,South West,Male,Undefined,E12000009,16.2625131003578
2019,Diarrhoea,England,West Midlands,,Undefined,E12000005,19.8854061341422
2019,Diarrhoea,England,West Midlands,Female,Undefined,E12000005,25.7292745681157
2019,Diarrhoea,England,West Midlands,Male,Undefined,E12000005,13.9394145445891
2019,Diarrhoea,England,Yorkshire and The Humber,,Undefined,E12000003,17.081591858986
2019,Diarrhoea,England,Yorkshire and The Humber,Female,Undefined,E12000003,20.1041105726081
2019,Diarrhoea,England,Yorkshire and The Humber,Male,Undefined,E12000003,13.9839552513432
2019,Diarrhoea,Northern Ireland,,,Undefined,N92000002,22.7068701483868
2019,Diarrhoea,Northern Ireland,,Female,Undefined,N92000002,31.2174817898023
2019,Diarrhoea,Northern Ireland,,Male,Undefined,N92000002,13.9380293770773
2019,Diarrhoea,Scotland,,,Undefined,S92000003,23.9781816850621
2019,Diarrhoea,Scotland,,Female,Undefined,S92000003,28.2112630789558
2019,Diarrhoea,Scotland,,Male,Undefined,S92000003,19.5268494179497
2019,Diarrhoea,United Kingdom,,,Undefined,K02000001,18.8631790744467
2019,Diarrhoea,United Kingdom,,Female,Undefined,K02000001,22.5319794432649
2019,Diarrhoea,United Kingdom,,Male,Undefined,K02000001,15.1008848269463
2019,Diarrhoea,Wales,,,Undefined,W92000004,26.6421389831584
2019,Diarrhoea,Wales,,Female,Undefined,W92000004,34.4137154298586
2019,Diarrhoea,Wales,,Male,Undefined,W92000004,18.6531163568534
2019,Intestinal nematode infections,England,,,Undefined,E92000001,0.0
2019,Intestinal nematode infections,England,,Female,Undefined,E92000001,0.0
2019,Intestinal nematode infections,England,,Male,Undefined,E92000001,0.0
2019,Intestinal nematode infections,England,East,,Undefined,E12000006,0.0
2019,Intestinal nematode infections,England,East,Female,Undefined,E12000006,0.0
2019,Intestinal nematode infections,England,East,Male,Undefined,E12000006,0.0
2019,Intestinal nematode infections,England,East Midlands,,Undefined,E12000004,0.0
2019,Intestinal nematode infections,England,East Midlands,Female,Undefined,E12000004,0.0
2019,Intestinal nematode infections,England,East Midlands,Male,Undefined,E12000004,0.0
2019,Intestinal nematode infections,England,London,,Undefined,E12000007,0.0
2019,Intestinal nematode infections,England,London,Female,Undefined,E12000007,0.0
2019,Intestinal nematode infections,England,London,Male,Undefined,E12000007,0.0
2019,Intestinal nematode infections,England,North East,,Undefined,E12000001,0.0
2019,Intestinal nematode infections,England,North East,Female,Undefined,E12000001,0.0
2019,Intestinal nematode infections,England,North East,Male,Undefined,E12000001,0.0
2019,Intestinal nematode infections,England,North West,,Undefined,E12000002,0.0
2019,Intestinal nematode infections,England,North West,Female,Undefined,E12000002,0.0
2019,Intestinal nematode infections,England,North West,Male,Undefined,E12000002,0.0
2019,Intestinal nematode infections,England,South East,,Undefined,E12000008,0.0
2019,Intestinal nematode infections,England,South East,Female,Undefined,E12000008,0.0
2019,Intestinal nematode infections,England,South East,Male,Undefined,E12000008,0.0
2019,Intestinal nematode infections,England,South West,,Undefined,E12000009,0.0
2019,Intestinal nematode infections,England,South West,Female,Undefined,E12000009,0.0
2019,Intestinal nematode infections,England,South West,Male,Undefined,E12000009,0.0
2019,Intestinal nematode infections,England,West Midlands,,Undefined,E12000005,0.0
2019,Intestinal nematode infections,England,West Midlands,Female,Undefined,E12000005,0.0
2019,Intestinal nematode infections,England,West Midlands,Male,Undefined,E12000005,0.0
2019,Intestinal nematode infections,England,Yorkshire and The Humber,,Undefined,E12000003,0.0
2019,Intestinal nematode infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,0.0
2019,Intestinal nematode infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,0.0
2019,Intestinal nematode infections,Northern Ireland,,,Undefined,N92000002,0.0
2019,Intestinal nematode infections,Northern Ireland,,Female,Undefined,N92000002,0.0
2019,Intestinal nematode infections,Northern Ireland,,Male,Undefined,N92000002,0.0
2019,Intestinal nematode infections,Scotland,,,Undefined,S92000003,0.0
2019,Intestinal nematode infections,Scotland,,Female,Undefined,S92000003,0.0
2019,Intestinal nematode infections,Scotland,,Male,Undefined,S92000003,0.0
2019,Intestinal nematode infections,United Kingdom,,,Undefined,K02000001,0.0
2019,Intestinal nematode infections,United Kingdom,,Female,Undefined,K02000001,0.0
2019,Intestinal nematode infections,United Kingdom,,Male,Undefined,K02000001,0.0
2019,Intestinal nematode infections,Wales,,,Undefined,W92000004,0.0
2019,Intestinal nematode infections,Wales,,Female,Undefined,W92000004,0.0
2019,Intestinal nematode infections,Wales,,Male,Undefined,W92000004,0.0
2019,Protein-energy malnutrition,England,,,Undefined,E92000001,1.11926377316254
2019,Protein-energy malnutrition,England,,Female,Undefined,E92000001,1.40552582478012
2019,Protein-energy malnutrition,England,,Male,Undefined,E92000001,0.826511617878524
2019,Protein-energy malnutrition,England,East,,Undefined,E12000006,0.801783165760652
2019,Protein-energy malnutrition,England,East,Female,Undefined,E12000006,0.948286761916804
2019,Protein-energy malnutrition,England,East,Male,Undefined,E12000006,0.65093572009764
2019,Protein-energy malnutrition,England,East Midlands,,Undefined,E12000004,0.827146963336711
2019,Protein-energy malnutrition,England,East Midlands,Female,Undefined,E12000004,1.6366612111293
2019,Protein-energy malnutrition,England,East Midlands,Male,Undefined,E12000004,0.0
2019,Protein-energy malnutrition,England,London,,Undefined,E12000007,0.557911180540058
2019,Protein-energy malnutrition,England,London,Female,Undefined,E12000007,0.891623200035665
2019,Protein-energy malnutrition,England,London,Male,Undefined,E12000007,0.223423745475669
2019,Protein-energy malnutrition,England,North East,,Undefined,E12000001,1.49818345256377
2019,Protein-energy malnutrition,England,North East,Female,Undefined,E12000001,2.20945647370747
2019,Protein-energy malnutrition,England,North East,Male,Undefined,E12000001,0.762137032238396
2019,Protein-energy malnutrition,England,North West,,Undefined,E12000002,0.817305072740151
2019,Protein-energy malnutrition,England,North West,Female,Undefined,E12000002,0.80742834073476
2019,Protein-energy malnutrition,England,North West,Male,Undefined,E12000002,0.82742642800011
2019,Protein-energy malnutrition,England,South East,,Undefined,E12000008,1.30717530310127
2019,Protein-energy malnutrition,England,South East,Female,Undefined,E12000008,1.71813925518663
2019,Protein-energy malnutrition,England,South East,Male,Undefined,E12000008,0.88419284245894
2019,Protein-energy malnutrition,England,South West,,Undefined,E12000009,1.42229807811972
2019,Protein-energy malnutrition,England,South West,Female,Undefined,E12000009,2.0996640537514
2019,Protein-energy malnutrition,England,South West,Male,Undefined,E12000009,0.722778360015901
2019,Protein-energy malnutrition,England,West Midlands,,Undefined,E12000005,2.3592854735423
2019,Protein-energy malnutrition,England,West Midlands,Female,Undefined,E12000005,2.00487853777525
2019,Protein-energy malnutrition,England,West Midlands,Male,Undefined,E12000005,2.71988576479788
2019,Protein-energy malnutrition,England,Yorkshire and The Humber,,Undefined,E12000003,0.908595311648192
2019,Protein-energy malnutrition,England,Yorkshire and The Humber,Female,Undefined,E12000003,1.07700592353258
2019,Protein-energy malnutrition,England,Yorkshire and The Humber,Male,Undefined,E12000003,0.735997644807537
2019,Protein-energy malnutrition,Northern Ireland,,,Undefined,N92000002,2.64033373818451
2019,Protein-energy malnutrition,Northern Ireland,,Female,Undefined,N92000002,3.12174817898023
2019,Protein-energy malnutrition,Northern Ireland,,Male,Undefined,N92000002,2.14431221185805
2019,Protein-energy malnutrition,Scotland,,,Undefined,S92000003,1.28127688393462
2019,Protein-energy malnutrition,Scotland,,Female,Undefined,S92000003,1.78552297968075
2019,Protein-energy malnutrition,Scotland,,Male,Undefined,S92000003,0.751032669921142
2019,Protein-energy malnutrition,United Kingdom,,,Undefined,K02000001,1.22760371754336
2019,Protein-energy malnutrition,United Kingdom,,Female,Undefined,K02000001,1.59675444873531
2019,Protein-energy malnutrition,United Kingdom,,Male,Undefined,K02000001,0.84904573324196
2019,Protein-energy malnutrition,Wales,,,Undefined,W92000004,2.22017824859653
2019,Protein-energy malnutrition,Wales,,Female,Undefined,W92000004,3.75422350143912
2019,Protein-energy malnutrition,Wales,,Male,Undefined,W92000004,0.643210908857014
2020,,England,,,Undefined,E92000001,420.299875685454
2020,,England,,Female,Undefined,E92000001,443.479082727454
2020,,England,,Male,Undefined,E92000001,396.636505281816
2020,,England,East,,Undefined,E12000006,427.965290627193
2020,,England,East,Female,Undefined,E12000006,448.155486366638
2020,,England,East,Male,Undefined,E12000006,407.198808830194
2020,,England,East Midlands,,Undefined,E12000004,433.656691877672
2020,,England,East Midlands,Female,Undefined,E12000004,474.388705805769
2020,,England,East Midlands,Male,Undefined,E12000004,392.075424679154
2020,,England,London,,Undefined,E12000007,258.928075534574
2020,,England,London,Female,Undefined,E12000007,263.808738664468
2020,,England,London,Male,Undefined,E12000007,254.075846181109
2020,,England,North East,,Undefined,E12000001,427.111310056699
2020,,England,North East,Female,Undefined,E12000001,453.411592076302
2020,,England,North East,Male,Undefined,E12000001,399.939288153601
2020,,England,North West,,Undefined,E12000002,496.097726501527
2020,,England,North West,Female,Undefined,E12000002,515.414128947439
2020,,England,North West,Male,Undefined,E12000002,476.33436804659
2020,,England,South East,,Undefined,E12000008,422.466448960108
2020,,England,South East,Female,Undefined,E12000008,448.80845419929
2020,,England,South East,Male,Undefined,E12000008,395.368291286928
2020,,England,South West,,Undefined,E12000009,502.199996465869
2020,,England,South West,Female,Undefined,E12000009,536.497112239928
2020,,England,South West,Male,Undefined,E12000009,466.803116808503
2020,,England,West Midlands,,Undefined,E12000005,439.121756487026
2020,,England,West Midlands,Female,Undefined,E12000005,475.873544093178
2020,,England,West Midlands,Male,Undefined,E12000005,401.772126213264
2020,,England,Yorkshire and The Humber,,Undefined,E12000003,450.564562825709
2020,,England,Yorkshire and The Humber,Female,Undefined,E12000003,459.305858383672
2020,,England,Yorkshire and The Humber,Male,Undefined,E12000003,441.602228167259
2020,,Northern Ireland,,,Undefined,N92000002,302.294908994988
2020,,Northern Ireland,,Female,Undefined,N92000002,353.650925733306
2020,,Northern Ireland,,Male,Undefined,N92000002,249.411260971955
2020,,Scotland,,,Undefined,S92000003,329.308452250274
2020,,Scotland,,Female,Undefined,S92000003,340.97400742645
2020,,Scotland,,Male,Undefined,S92000003,317.049377157437
2020,,United Kingdom,,,Undefined,K02000001,417.016988366338
2020,,United Kingdom,,Female,Undefined,K02000001,442.398078708137
2020,,United Kingdom,,Male,Undefined,K02000001,391.031114141503
2020,,Wales,,,Undefined,W92000004,578.306410903584
2020,,Wales,,Female,Undefined,W92000004,653.13492310566
2020,,Wales,,Male,Undefined,W92000004,501.439078989447
2020,Acute respiratory infections,England,,,Undefined,E92000001,401.749952696812
2020,Acute respiratory infections,England,,Female,Undefined,E92000001,420.480759469743
2020,Acute respiratory infections,England,,Male,Undefined,E92000001,382.627899995712
2020,Acute respiratory infections,England,East,,Undefined,E12000006,411.057232182735
2020,Acute respiratory infections,England,East,Female,Undefined,E12000006,427.084316130453
2020,Acute respiratory infections,England,East,Male,Undefined,E12000006,394.574998381563
2020,Acute respiratory infections,England,East Midlands,,Undefined,E12000004,413.104242025649
2020,Acute respiratory infections,England,East Midlands,Female,Undefined,E12000004,449.570771797063
2020,Acute respiratory infections,England,East Midlands,Male,Undefined,E12000004,375.877393362961
2020,Acute respiratory infections,England,London,,Undefined,E12000007,246.709247431269
2020,Acute respiratory infections,England,London,Female,Undefined,E12000007,249.77161827945
2020,Acute respiratory infections,England,London,Male,Undefined,E12000007,243.664717348928
2020,Acute respiratory infections,England,North East,,Undefined,E12000001,407.714115189496
2020,Acute respiratory infections,England,North East,Female,Undefined,E12000001,432.134996331621
2020,Acute respiratory infections,England,North East,Male,Undefined,E12000001,382.48463231388
2020,Acute respiratory infections,England,North West,,Undefined,E12000002,473.294876145232
2020,Acute respiratory infections,England,North West,Female,Undefined,E12000002,488.315312173003
2020,Acute respiratory infections,England,North West,Male,Undefined,E12000002,457.929291541906
2020,Acute respiratory infections,England,South East,,Undefined,E12000008,403.371920193549
2020,Acute respiratory infections,England,South East,Female,Undefined,E12000008,423.351730629359
2020,Acute respiratory infections,England,South East,Male,Undefined,E12000008,382.820411218245
2020,Acute respiratory infections,England,South West,,Undefined,E12000009,483.822515947766
2020,Acute respiratory infections,England,South West,Female,Undefined,E12000009,515.273815322525
2020,Acute respiratory infections,England,South West,Male,Undefined,E12000009,451.36270602176
2020,Acute respiratory infections,England,West Midlands,,Undefined,E12000005,417.65209077643
2020,Acute respiratory infections,England,West Midlands,Female,Undefined,E12000005,445.590682196339
2020,Acute respiratory infections,England,West Midlands,Male,Undefined,E12000005,389.259021272278
2020,Acute respiratory infections,England,Yorkshire and The Humber,,Undefined,E12000003,431.564852345107
2020,Acute respiratory infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,436.072488115238
2020,Acute respiratory infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,426.943233041375
2020,Acute respiratory infections,Northern Ireland,,,Undefined,N92000002,275.389079398576
2020,Acute respiratory infections,Northern Ireland,,Female,Undefined,N92000002,320.366132723112
2020,Acute respiratory infections,Northern Ireland,,Male,Undefined,N92000002,229.073003639478
2020,Acute respiratory infections,Scotland,,,Undefined,S92000003,304.244420051226
2020,Acute respiratory infections,Scotland,,Female,Undefined,S92000003,309.55441302485
2020,Acute respiratory infections,Scotland,,Male,Undefined,S92000003,298.66426534594
2020,Acute respiratory infections,United Kingdom,,,Undefined,K02000001,397.324436652892
2020,Acute respiratory infections,United Kingdom,,Female,Undefined,K02000001,417.880980094591
2020,Acute respiratory infections,United Kingdom,,Male,Undefined,K02000001,376.278069251818
2020,Acute respiratory infections,Wales,,,Undefined,W92000004,551.804644119132
2020,Acute respiratory infections,Wales,,Female,Undefined,W92000004,618.890480044829
2020,Acute respiratory infections,Wales,,Male,Undefined,W92000004,482.890949792133
2020,Diarrhoea,England,,,Undefined,E92000001,17.3651328644865
2020,Diarrhoea,England,,Female,Undefined,E92000001,21.5281108120123
2020,Diarrhoea,England,,Male,Undefined,E92000001,13.1151993367354
2020,Diarrhoea,England,East,,Undefined,E12000006,16.1105085178332
2020,Diarrhoea,England,East,Female,Undefined,E12000006,19.4986948454257
2020,Diarrhoea,England,East,Male,Undefined,E12000006,12.6238104486308
2020,Diarrhoea,England,East Midlands,,Undefined,E12000004,19.5248273594212
2020,Diarrhoea,England,East Midlands,Female,Undefined,E12000004,24.0042312543228
2020,Diarrhoea,England,East Midlands,Male,Undefined,E12000004,14.9520289072559
2020,Diarrhoea,England,London,,Undefined,E12000007,10.9969452929742
2020,Diarrhoea,England,London,Female,Undefined,E12000007,11.8090060381899
2020,Diarrhoea,England,London,Male,Undefined,E12000007,10.1896154527733
2020,Diarrhoea,England,North East,,Undefined,E12000001,18.2781259325574
2020,Diarrhoea,England,North East,Female,Undefined,E12000001,21.2765957446809
2020,Diarrhoea,England,North East,Male,Undefined,E12000001,15.1779615997572
2020,Diarrhoea,England,North West,,Undefined,E12000002,22.1241940956905
2020,Diarrhoea,England,North West,Female,Undefined,E12000002,26.5622065412787
2020,Diarrhoea,England,North West,Male,Undefined,E12000002,17.5809686014889
2020,Diarrhoea,England,South East,,Undefined,E12000008,17.6841374372105
2020,Diarrhoea,England,South East,Female,Undefined,E12000008,23.9592692422881
2020,Diarrhoea,England,South East,Male,Undefined,E12000008,11.2270505877691
2020,Diarrhoea,England,South West,,Undefined,E12000009,17.4939478008871
2020,Diarrhoea,England,South West,Female,Undefined,E12000009,19.8316053162619
2020,Diarrhoea,England,South West,Male,Undefined,E12000009,15.0813314661209
2020,Diarrhoea,England,West Midlands,,Undefined,E12000005,19.6246163135913
2020,Diarrhoea,England,West Midlands,Female,Undefined,E12000005,27.9534109816972
2020,Diarrhoea,England,West Midlands,Male,Undefined,E12000005,11.1603368392573
2020,Diarrhoea,England,Yorkshire and The Humber,,Undefined,E12000003,17.3711638679792
2020,Diarrhoea,England,Yorkshire and The Humber,Female,Undefined,E12000003,21.4461879400936
2020,Diarrhoea,England,Yorkshire and The Humber,Male,Undefined,E12000003,13.1930956132957
2020,Diarrhoea,Northern Ireland,,,Undefined,N92000002,24.7955684515959
2020,Diarrhoea,Northern Ireland,,Female,Undefined,N92000002,31.2044934470564
2020,Diarrhoea,Northern Ireland,,Male,Undefined,N92000002,18.1973881395847
2020,Diarrhoea,Scotland,,,Undefined,S92000003,23.0515916575192
2020,Diarrhoea,Scotland,,Female,Undefined,S92000003,28.206226792345
2020,Diarrhoea,Scotland,,Male,Undefined,S92000003,17.6346990844965
2020,Diarrhoea,United Kingdom,,,Undefined,K02000001,18.350894140236
2020,Diarrhoea,United Kingdom,,Female,Undefined,K02000001,22.8374416171855
2020,Diarrhoea,United Kingdom,,Male,Undefined,K02000001,13.757440633325
2020,Diarrhoea,Wales,,,Undefined,W92000004,23.9777889954568
2020,Diarrhoea,Wales,,Female,Undefined,W92000004,31.753938110952
2020,Diarrhoea,Wales,,Male,Undefined,W92000004,15.9897665494084
2020,Intestinal nematode infections,England,,,Undefined,E92000001,0.0
2020,Intestinal nematode infections,England,,Female,Undefined,E92000001,0.0
2020,Intestinal nematode infections,England,,Male,Undefined,E92000001,0.0
2020,Intestinal nematode infections,England,East,,Undefined,E12000006,0.0
2020,Intestinal nematode infections,England,East,Female,Undefined,E12000006,0.0
2020,Intestinal nematode infections,England,East,Male,Undefined,E12000006,0.0
2020,Intestinal nematode infections,England,East Midlands,,Undefined,E12000004,0.0
2020,Intestinal nematode infections,England,East Midlands,Female,Undefined,E12000004,0.0
2020,Intestinal nematode infections,England,East Midlands,Male,Undefined,E12000004,0.0
2020,Intestinal nematode infections,England,London,,Undefined,E12000007,0.0
2020,Intestinal nematode infections,England,London,Female,Undefined,E12000007,0.0
2020,Intestinal nematode infections,England,London,Male,Undefined,E12000007,0.0
2020,Intestinal nematode infections,England,North East,,Undefined,E12000001,0.0
2020,Intestinal nematode infections,England,North East,Female,Undefined,E12000001,0.0
2020,Intestinal nematode infections,England,North East,Male,Undefined,E12000001,0.0
2020,Intestinal nematode infections,England,North West,,Undefined,E12000002,0.0
2020,Intestinal nematode infections,England,North West,Female,Undefined,E12000002,0.0
2020,Intestinal nematode infections,England,North West,Male,Undefined,E12000002,0.0
2020,Intestinal nematode infections,England,South East,,Undefined,E12000008,0.0
2020,Intestinal nematode infections,England,South East,Female,Undefined,E12000008,0.0
2020,Intestinal nematode infections,England,South East,Male,Undefined,E12000008,0.0
2020,Intestinal nematode infections,England,South West,,Undefined,E12000009,0.0
2020,Intestinal nematode infections,England,South West,Female,Undefined,E12000009,0.0
2020,Intestinal nematode infections,England,South West,Male,Undefined,E12000009,0.0
2020,Intestinal nematode infections,England,West Midlands,,Undefined,E12000005,0.0
2020,Intestinal nematode infections,England,West Midlands,Female,Undefined,E12000005,0.0
2020,Intestinal nematode infections,England,West Midlands,Male,Undefined,E12000005,0.0
2020,Intestinal nematode infections,England,Yorkshire and The Humber,,Undefined,E12000003,0.0
2020,Intestinal nematode infections,England,Yorkshire and The Humber,Female,Undefined,E12000003,0.0
2020,Intestinal nematode infections,England,Yorkshire and The Humber,Male,Undefined,E12000003,0.0
2020,Intestinal nematode infections,Northern Ireland,,,Undefined,N92000002,0.0
2020,Intestinal nematode infections,Northern Ireland,,Female,Undefined,N92000002,0.0
2020,Intestinal nematode infections,Northern Ireland,,Male,Undefined,N92000002,0.0
2020,Intestinal nematode infections,Scotland,,,Undefined,S92000003,0.0
2020,Intestinal nematode infections,Scotland,,Female,Undefined,S92000003,0.0
2020,Intestinal nematode infections,Scotland,,Male,Undefined,S92000003,0.0
2020,Intestinal nematode infections,United Kingdom,,,Undefined,K02000001,0.0
2020,Intestinal nematode infections,United Kingdom,,Female,Undefined,K02000001,0.0
2020,Intestinal nematode infections,United Kingdom,,Male,Undefined,K02000001,0.0
2020,Intestinal nematode infections,Wales,,,Undefined,W92000004,0.0
2020,Intestinal nematode infections,Wales,,Female,Undefined,W92000004,0.0
2020,Intestinal nematode infections,Wales,,Male,Undefined,W92000004,0.0
2020,Protein-energy malnutrition,England,,,Undefined,E92000001,1.1847901241554
2020,Protein-energy malnutrition,England,,Female,Undefined,E92000001,1.4702124456984
2020,Protein-energy malnutrition,England,,Male,Undefined,E92000001,0.893405949368898
2020,Protein-energy malnutrition,England,East,,Undefined,E12000006,0.797549926625407
2020,Protein-energy malnutrition,England,East,Female,Undefined,E12000006,1.57247539076013
2020,Protein-energy malnutrition,England,East,Male,Undefined,E12000006,0.0
2020,Protein-energy malnutrition,England,East Midlands,,Undefined,E12000004,1.02762249260112
2020,Protein-energy malnutrition,England,East Midlands,Female,Undefined,E12000004,0.813702754383824
2020,Protein-energy malnutrition,England,East Midlands,Male,Undefined,E12000004,1.24600240893799
2020,Protein-energy malnutrition,England,London,,Undefined,E12000007,1.22188281033046
2020,Protein-energy malnutrition,England,London,Female,Undefined,E12000007,2.22811434682828
2020,Protein-energy malnutrition,England,London,Male,Undefined,E12000007,0.221513379408116
2020,Protein-energy malnutrition,England,North East,,Undefined,E12000001,1.11906893464637
2020,Protein-energy malnutrition,England,North East,Female,Undefined,E12000001,0.0
2020,Protein-energy malnutrition,England,North East,Male,Undefined,E12000001,2.27669423996357
2020,Protein-energy malnutrition,England,North West,,Undefined,E12000002,0.678656260604004
2020,Protein-energy malnutrition,England,North West,Female,Undefined,E12000002,0.536610233157146
2020,Protein-energy malnutrition,England,North West,Male,Undefined,E12000002,0.824107903194792
2020,Protein-energy malnutrition,England,South East,,Undefined,E12000008,1.41039132934807
2020,Protein-energy malnutrition,England,South East,Female,Undefined,E12000008,1.49745432764301
2020,Protein-energy malnutrition,England,South East,Male,Undefined,E12000008,1.32082948091401
2020,Protein-energy malnutrition,England,South West,,Undefined,E12000009,0.883532717216518
2020,Protein-energy malnutrition,England,South West,Female,Undefined,E12000009,1.39169160114119
2020,Protein-energy malnutrition,England,South West,Male,Undefined,E12000009,0.359079320621925
2020,Protein-energy malnutrition,England,West Midlands,,Undefined,E12000005,1.84504939700431
2020,Protein-energy malnutrition,England,West Midlands,Female,Undefined,E12000005,2.32945091514143
2020,Protein-energy malnutrition,England,West Midlands,Male,Undefined,E12000005,1.35276810172816
2020,Protein-energy malnutrition,England,Yorkshire and The Humber,,Undefined,E12000003,1.62854661262305
2020,Protein-energy malnutrition,England,Yorkshire and The Humber,Female,Undefined,E12000003,1.78718232834114
2020,Protein-energy malnutrition,England,Yorkshire and The Humber,Male,Undefined,E12000003,1.46589951258841
2020,Protein-energy malnutrition,Northern Ireland,,,Undefined,N92000002,2.11026114481667
2020,Protein-energy malnutrition,Northern Ireland,,Female,Undefined,N92000002,2.08029956313709
2020,Protein-energy malnutrition,Northern Ireland,,Male,Undefined,N92000002,2.14086919289231
2020,Protein-energy malnutrition,Scotland,,,Undefined,S92000003,2.01244054152945
2020,Protein-energy malnutrition,Scotland,,Female,Undefined,S92000003,3.2133676092545
2020,Protein-energy malnutrition,Scotland,,Male,Undefined,S92000003,0.75041272699985
2020,Protein-energy malnutrition,United Kingdom,,,Undefined,K02000001,1.34165757320978
2020,Protein-energy malnutrition,United Kingdom,,Female,Undefined,K02000001,1.67965699636074
2020,Protein-energy malnutrition,United Kingdom,,Male,Undefined,K02000001,0.995604256359045
2020,Protein-energy malnutrition,Wales,,,Undefined,W92000004,2.52397778899546
2020,Protein-energy malnutrition,Wales,,Female,Undefined,W92000004,2.49050494987859
2020,Protein-energy malnutrition,Wales,,Male,Undefined,W92000004,2.55836264790534
2021,,England,,,Undefined,E92000001,346.396303974077
2021,,England,,Female,Undefined,E92000001,356.171220034588
2021,,England,,Male,Undefined,E92000001,336.207612806739
2021,,England,East,,Undefined,E12000006,326.711929553725
2021,,England,East,Female,Undefined,E12000006,334.51847271603
2021,,England,East,Male,Undefined,E12000006,318.602261048304
2021,,England,East Midlands,,Undefined,E12000004,327.042478637733
2021,,England,East Midlands,Female,Undefined,E12000004,326.459787740608
2021,,England,East Midlands,Male,Undefined,E12000004,327.643630308077
2021,,England,London,,Undefined,E12000007,220.198713139167
2021,,England,London,Female,Undefined,E12000007,228.080634121569
2021,,England,London,Male,Undefined,E12000007,211.833626244874
2021,,England,North East,,Undefined,E12000001,358.923983678404
2021,,England,North East,Female,Undefined,E12000001,367.934983376431
2021,,England,North East,Male,Undefined,E12000001,349.520569130838
2021,,England,North West,,Undefined,E12000002,418.872856122765
2021,,England,North West,Female,Undefined,E12000002,433.356262236097
2021,,England,North West,Male,Undefined,E12000002,403.843514070007
2021,,England,South East,,Undefined,E12000008,350.979126318055
2021,,England,South East,Female,Undefined,E12000008,366.023263654754
2021,,England,South East,Male,Undefined,E12000008,335.282736786562
2021,,England,South West,,Undefined,E12000009,418.883909816552
2021,,England,South West,Female,Undefined,E12000009,421.067068989165
2021,,England,South West,Male,Undefined,E12000009,416.607066228007
2021,,England,West Midlands,,Undefined,E12000005,375.53323704276
2021,,England,West Midlands,Female,Undefined,E12000005,386.090175856142
2021,,England,West Midlands,Male,Undefined,E12000005,364.629566404916
2021,,England,Yorkshire and The Humber,,Undefined,E12000003,369.796037508666
2021,,England,Yorkshire and The Humber,Female,Undefined,E12000003,388.293871117957
2021,,England,Yorkshire and The Humber,Male,Undefined,E12000003,350.596720823884
2021,,Northern Ireland,,,Undefined,N92000002,264.097448283104
2021,,Northern Ireland,,Female,Undefined,N92000002,288.312493541387
2021,,Northern Ireland,,Male,Undefined,N92000002,239.111870196413
2021,,Scotland,,,Undefined,S92000003,281.756966367999
2021,,Scotland,,Female,Undefined,S92000003,307.056602429381
2021,,Scotland,,Male,Undefined,S92000003,255.182219561476
2021,,United Kingdom,,,Undefined,K02000001,343.417434648787
