Year,Units,Sex,Age,Occupation major group,Occupation sub-major group,Disability status,Country,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2004,Annual survey of hours and earnings (ASHE),,22 to 29,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,7.16
2004,Annual survey of hours and earnings (ASHE),,30 to 39,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,7.81
2004,Annual survey of hours and earnings (ASHE),,40 to 49,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,7.88
2004,Annual survey of hours and earnings (ASHE),,50 to 59,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,7.48
2004,Annual survey of hours and earnings (ASHE),,60 and over,Elementary occupations,Elementary trades and related occupations,,,,Undefined,Units,GBP (£),,7.11
2004,Annual survey of hours and earnings (ASHE),,18 to 21,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,5.54
2004,Annual survey of hours and earnings (ASHE),,22 to 29,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,6.37
2004,Annual survey of hours and earnings (ASHE),,30 to 39,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,7.01
2004,Annual survey of hours and earnings (ASHE),,40 to 49,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,6.98
2004,Annual survey of hours and earnings (ASHE),,50 to 59,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,6.69
2004,Annual survey of hours and earnings (ASHE),,60 and over,Elementary occupations,Elementary administration and service occupations,,,,Undefined,Units,GBP (£),,6.36
2004,Annual survey of hours and earnings (ASHE),Male,,,,,,,Undefined,Units,GBP (£),,13.25
2004,Annual survey of hours and earnings (ASHE),Male,18 to 21,,,,,,Undefined,Units,GBP (£),,6.52
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,,,,,,Undefined,Units,GBP (£),,10.39
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,,,,,,Undefined,Units,GBP (£),,13.89
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,,,,,,Undefined,Units,GBP (£),,15.18
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,,,,,,Undefined,Units,GBP (£),,13.49
2004,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,7.34
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,13.51
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,19.72
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,22.44
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,21.64
2004,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",,,,,Undefined,Units,GBP (£),,17.06
2004,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,7.8
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,14.31
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,20.54
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,23.43
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,22.21
2004,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",Corporate managers and directors,,,,Undefined,Units,GBP (£),,17.87
2004,Annual survey of hours and earnings (ASHE),Male,18 to 21,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,6.56
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,10.3
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,15.04
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,16.93
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,18.61
2004,Annual survey of hours and earnings (ASHE),Male,60 and over,"Managers, directors and senior officials",Other managers and proprietors,,,,Undefined,Units,GBP (£),,13.8
2004,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,,,,,Undefined,Units,GBP (£),,8.56
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,,,,,Undefined,Units,GBP (£),,15.01
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,,,,,Undefined,Units,GBP (£),,18.9
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,,,,,Undefined,Units,GBP (£),,20.63
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,,,,,Undefined,Units,GBP (£),,20.88
2004,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,,,,,Undefined,Units,GBP (£),,18.38
2004,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,7.86
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,14.05
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,17.28
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,18.59
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,17.99
2004,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,"Science, research, engineering and technology professionals",,,,Undefined,Units,GBP (£),,15.35
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,20.7
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,27.56
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,36.85
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,37.2
2004,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,Health professionals,,,,Undefined,Units,GBP (£),,37.15
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,13.71
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,17.13
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,19.7
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,21.92
2004,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,Teaching and educational professionals,,,,Undefined,Units,GBP (£),,21.32
2004,Annual survey of hours and earnings (ASHE),Male,18 to 21,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,8.75
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,16.17
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,21.36
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,20.31
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,19.29
2004,Annual survey of hours and earnings (ASHE),Male,60 and over,Professional occupations,"Business, media and public service professionals",,,,Undefined,Units,GBP (£),,13.9
2004,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,8.44
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,12.8
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,14.9
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,15.45
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,15.1
2004,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,,,,,Undefined,Units,GBP (£),,13.96
2004,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,7.12
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,10.92
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,13.6
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,13.86
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,13.08
2004,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,"Science, engineering and technology associate professionals",,,,Undefined,Units,GBP (£),,12.08
2004,Annual survey of hours and earnings (ASHE),Male,22 to 29,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,10.61
2004,Annual survey of hours and earnings (ASHE),Male,30 to 39,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,12.26
2004,Annual survey of hours and earnings (ASHE),Male,40 to 49,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,12.95
2004,Annual survey of hours and earnings (ASHE),Male,50 to 59,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,13.1
2004,Annual survey of hours and earnings (ASHE),Male,60 and over,Associate professional and technical occupations,Health and social care associate professionals,,,,Undefined,Units,GBP (£),,10.73
2004,Annual survey of hours and earnings (ASHE),Male,18 to 21,Associate professional and technical occupations,Protective service occupations,,,,Undefined,Units,GBP (£),,10.76
